generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.50411,0.495,2.0775470413254755,225.965,123,123,145,118,125,122,120,124
1,0.37025,0.405,1.996633395430991,191.031,185,103,168,68,209,104,98,65
2,0.32791,0.36033333333333334,1.9094612672411737,178.205,255,80,151,50,227,116,72,49
3,0.32805,0.3416666666666666,1.8567361584682498,176.039,285,72,153,47,217,138,51,37
4,0.31721,0.326,1.7714868850130623,171.793,335,56,118,47,214,166,28,36
5,0.31571,0.31966666666666665,1.7279000654800463,170.687,352,62,105,41,201,189,19,31
6,0.31599,0.31966666666666665,1.6910840735135162,169.763,362,68,82,33,197,211,17,30
7,0.31933,0.3163333333333333,1.6312084889378287,169.625,388,61,62,30,177,238,19,25
8,0.33995,0.3183333333333333,1.5680009722895627,173.001,401,56,62,22,151,271,11,26
9,0.35636,0.3283333333333333,1.5330662952507734,175.788,395,64,45,20,139,303,11,23
10,0.3854,0.3393333333333333,1.4805361809553341,180.762,400,62,38,17,110,337,8,28
11,0.43185,0.35933333333333334,1.4325649390599782,189.387,382,57,36,19,92,383,4,27
12,0.46121,0.376,1.4125862968905543,195.571,359,63,27,20,87,415,6,23
13,0.49266,0.392,1.331089889058738,201.04,348,51,24,19,76,458,1,23
14,0.52108,0.4126666666666666,1.3166115831992622,206.808,318,62,21,16,67,490,2,24
15,0.53939,0.424,1.310058712521038,211.109,299,79,17,12,61,503,2,27
16,0.57474,0.44366666666666665,1.2951684191059278,217.82,283,65,18,13,55,528,3,35
17,0.60167,0.4603333333333333,1.262491140504311,222.597,264,63,15,12,51,554,3,38
18,0.61975,0.4746666666666666,1.2694281237782943,226.271,251,55,11,14,55,562,5,47
19,0.64602,0.488,1.2446561171690873,231.82,237,50,12,14,49,583,6,49
20,0.66192,0.499,1.226299045189288,234.966,229,46,10,14,47,592,4,58
21,0.68722,0.512,1.186908973090398,239.52,216,41,8,17,42,614,3,59
22,0.69731,0.5246666666666666,1.1912225287959102,242.261,206,42,7,16,38,615,3,73
23,0.71915,0.5366666666666666,1.1678923386383402,245.869,188,41,5,21,40,632,1,72
24,0.73088,0.5453333333333332,1.141926213806939,248.144,168,40,6,22,44,656,2,62
25,0.74474,0.5526666666666666,1.1046595730730637,251.596,161,45,5,14,36,670,3,66
26,0.74355,0.5546666666666666,1.1022425505533793,251.509,154,46,3,14,42,674,4,63
27,0.76358,0.569,1.0885160058987653,254.866,141,37,1,14,44,684,8,71
28,0.77744,0.5796666666666667,1.0961382265976616,257.926,128,37,1,18,45,686,7,78
29,0.79655,0.586,1.0360116035740625,261.103,123,32,1,27,35,708,2,72
30,0.80562,0.5933333333333333,1.0375714149420237,263.132,108,34,3,25,39,716,3,72
31,0.81515,0.603,1.0267717451311291,265.319,95,38,2,27,39,720,1,78
32,0.83577,0.6116666666666666,0.9856891727672464,268.941,93,32,2,25,30,732,1,85
33,0.84579,0.62,0.9815550550437204,270.723,85,25,5,29,28,738,2,88
34,0.85078,0.6263333333333333,0.9919501895562017,272.438,78,26,5,32,27,736,3,93
35,0.85891,0.635,0.9765840054685515,274.317,69,31,4,22,23,742,8,101
36,0.85335,0.633,1.0122215683705897,273.249,74,33,7,17,17,731,17,104
37,0.86192,0.6386666666666666,0.996185037520847,274.404,71,22,8,18,20,736,17,108
38,0.85046,0.6406666666666666,1.0093752608676452,272.678,70,22,7,12,25,728,20,116
39,0.84456,0.637,1.007803389913608,271.584,68,23,6,15,29,734,20,105
40,0.85632,0.6393333333333333,1.0091685552693586,273.846,60,22,12,16,28,740,22,100
41,0.84508,0.6376666666666666,1.044610560126207,272.1,54,27,17,14,31,733,28,96
42,0.85499,0.64,1.0040186535612947,273.181,55,20,12,17,34,744,22,96
43,0.86956,0.645,0.9798461806127394,276.554,54,18,13,19,22,752,26,96
44,0.86733,0.6466666666666666,0.9859257714953075,275.815,49,13,15,22,30,751,24,96
45,0.8624,0.6473333333333332,1.0008354821040693,275.656,45,16,17,21,31,748,26,96
