generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.48049,0.48366666666666663,2.073924497141306,221.887,136,118,137,127,145,106,108,123
1,0.2469,0.374,1.6673722568589449,166.196,178,48,69,20,438,98,116,33
2,0.09834,0.31366666666666665,1.1030512206116647,126.3,179,21,23,4,667,59,37,10
3,0.05437,0.29933333333333334,0.7952345069240598,113.003,166,11,4,1,757,48,11,2
4,0.0345,0.29133333333333333,0.6784483885171009,107.928,171,4,0,0,781,36,7,1
5,0.02705,0.29266666666666663,0.5748962100576396,106.113,146,4,3,0,824,21,1,1
6,0.02513,0.29366666666666663,0.5433171842120685,105.707,137,7,1,0,837,15,3,0
7,0.02678,0.29766666666666663,0.4975743204875671,106.152,122,7,0,0,856,9,6,0
8,0.02013,0.29733333333333334,0.46007005468147305,104.437,119,5,0,0,865,9,2,0
9,0.0226,0.29966666666666664,0.46917247478775875,105.168,114,5,1,0,867,9,4,0
10,0.02564,0.30166666666666664,0.42754210801788484,106.05,107,1,1,0,879,5,7,0
11,0.02086,0.30066666666666664,0.4032745051413399,104.622,108,0,0,0,882,7,3,0
12,0.02477,0.30266666666666664,0.44008256317620337,105.773,107,0,2,0,876,10,5,0
13,0.02301,0.305,0.3976405024580855,105.223,97,0,1,0,890,8,4,0
14,0.0229,0.3033333333333333,0.40032785033076945,105.178,100,0,2,0,888,7,3,0
15,0.02396,0.305,0.3903459450698651,105.514,94,1,2,0,894,5,4,0
16,0.02573,0.30366666666666664,0.3986999834018379,106.045,100,1,0,0,888,3,8,0
17,0.02372,0.30133333333333334,0.4287190056081467,105.482,109,0,1,0,877,8,5,0
18,0.02263,0.299,0.39954263175451904,105.149,111,0,0,0,881,3,5,0
19,0.02208,0.3053333333333333,0.3738780508404941,104.938,93,1,0,0,897,5,4,0
20,0.02538,0.305,0.3747232940137119,105.926,94,1,0,0,896,2,7,0
21,0.02409,0.3073333333333333,0.3819405260008105,105.525,91,0,0,0,896,7,6,0
22,0.02887,0.30866666666666664,0.39358652415820083,106.955,88,0,2,0,896,5,9,0
23,0.02408,0.3073333333333333,0.38251818674993643,105.52,90,1,0,0,897,6,6,0
24,0.02629,0.31266666666666665,0.3662261558631486,106.145,77,0,1,0,907,8,7,0
25,0.0223,0.309,0.3700678329383179,104.97,84,1,1,0,903,8,3,0
26,0.02246,0.3113333333333333,0.3382520420597464,105.008,77,0,0,0,912,7,4,0
27,0.01928,0.30566666666666664,0.339038328461373,104.074,89,0,0,0,905,5,1,0
28,0.02214,0.30566666666666664,0.3559658003518164,104.852,91,0,0,0,901,5,3,0
