generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.52315,0.513,2.074860962694341,228.863,112,137,130,136,111,110,123,141
1,0.65182,0.6576666666666666,1.9173912259857133,251.02,59,71,75,124,82,125,145,319
2,0.73107,0.744,1.6884652434951453,264.185,32,28,57,121,55,113,158,436
3,0.80069,0.8123333333333334,1.4285519049636954,274.795,16,14,35,105,36,91,149,554
4,0.82345,0.847,1.2575863794828022,277.365,7,10,28,96,20,67,159,613
5,0.84679,0.8786666666666666,1.0727026980512995,280.523,3,1,20,70,8,71,156,671
6,0.84927,0.8843333333333334,1.029766128219304,281.483,1,1,28,68,9,52,148,693
7,0.8375,0.885,1.0118188071101502,279.594,3,4,22,61,10,37,166,697
8,0.83149,0.8856666666666666,0.9804121521806333,278.363,5,5,18,56,9,24,184,699
9,0.8323,0.8846666666666666,0.9938357833242664,278.604,1,7,19,75,10,19,177,692
10,0.84376,0.8946666666666666,0.9196150051414287,280.018,1,0,12,72,7,20,183,705
11,0.84997,0.904,0.863397177065385,281.221,0,0,11,60,8,19,171,731
12,0.85113,0.907,0.843532258425206,281.385,0,0,8,61,6,19,171,735
13,0.85512,0.9133333333333333,0.7900313989896744,281.996,0,0,5,55,5,14,171,750
14,0.86333,0.916,0.7732377130553948,282.973,0,0,6,58,4,11,163,758
15,0.85639,0.9133333333333333,0.775763603542428,282.001,0,0,10,59,2,7,170,752
16,0.85797,0.9143333333333333,0.7791834577092054,282.399,0,0,10,56,4,9,164,757
17,0.85988,0.9163333333333333,0.753592579757095,282.012,0,1,5,52,3,7,174,758
18,0.86464,0.9213333333333333,0.7346477382209556,283.524,0,0,3,53,2,12,161,769
19,0.86993,0.9203333333333333,0.7530970283382025,283.589,0,1,5,53,2,14,156,769
20,0.86539,0.9156666666666666,0.7744189228584618,282.635,0,0,11,45,2,16,166,760
21,0.87334,0.92,0.7579665537079835,283.454,0,2,7,46,3,15,155,772
22,0.86606,0.9203333333333333,0.7407705876747402,283.168,1,1,6,43,2,12,163,772
