generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.487475,0.4933333333333333,2.07343819052586,444.209,115,158,136,116,119,115,118,123
1,0.332295,0.36366666666666664,1.9420252026465508,368.629,239,210,128,66,127,114,82,34
2,0.24163,0.2746666666666666,1.7329961924839608,325.38,387,136,119,37,162,107,37,15
3,0.125355,0.191,1.3992729526123278,265.779,558,113,55,23,151,79,13,8
4,0.07428,0.143,1.1321782024586944,238.77,654,101,29,5,135,69,5,2
5,0.080175,0.132,1.020261295622605,238.705,698,89,20,2,101,87,1,2
6,0.07493,0.12933333333333333,0.9791760144031056,236.106,711,100,12,1,80,92,2,2
7,0.062875,0.131,0.977989407270988,231.053,701,122,5,1,81,86,1,3
8,0.07074,0.12833333333333333,0.926150171540871,233.46,723,94,5,1,72,103,0,2
9,0.067025,0.12666666666666665,0.9616149890039997,233.425,713,117,9,3,70,86,0,2
10,0.0772,0.13,0.9269609483132903,238.062,717,126,6,3,45,102,0,1
11,0.07895,0.14,0.9968664679142785,239.872,687,148,9,2,51,100,1,2
12,0.080185,0.14466666666666667,1.0023007857809736,239.231,675,163,8,2,47,103,0,2
13,0.09709,0.15533333333333332,1.0149298793283046,246.294,672,139,7,2,47,130,0,3
14,0.09867,0.1643333333333333,1.0148895072511135,247.256,658,140,5,2,46,149,0,0
15,0.122915,0.179,1.0738750424936896,259.203,626,150,8,1,53,162,0,0
16,0.12397,0.1933333333333333,1.1237003088970208,259.336,595,160,3,2,68,171,0,1
17,0.13967,0.206,1.1923063357422012,266.436,577,154,11,4,66,184,1,3
18,0.128985,0.2063333333333333,1.1938257422728513,263.127,568,179,9,1,63,173,1,6
19,0.14177,0.21066666666666667,1.2181649444231042,268.668,556,184,8,4,70,172,0,6
20,0.158685,0.22966666666666666,1.2194718874099784,275.285,526,197,5,2,62,203,0,5
21,0.15563,0.22866666666666666,1.2460135771598697,273.784,531,183,7,4,68,200,1,6
22,0.151775,0.229,1.2673623964166127,272.531,528,183,6,7,74,194,2,6
23,0.1539,0.231,1.2834498824937468,271.908,522,194,8,5,70,189,3,9
24,0.15335,0.2253333333333333,1.2357522117992226,271.814,539,177,7,2,71,195,0,9
25,0.161485,0.2313333333333333,1.251761057062894,274.949,527,176,7,4,73,207,2,4
