generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.49130260521042085,0.5003333333333333,2.0771985467222263,443.988,118,145,118,118,124,123,130,124
1,0.45751503006012023,0.447,2.053491357275898,429.35,157,164,130,129,120,107,124,69
2,0.4228256513026052,0.42633333333333334,2.030761376777941,415.674,173,126,147,123,154,140,85,52
3,0.35149799599198395,0.4066666666666666,1.9711654321168082,382.371,169,116,110,92,256,119,98,40
4,0.3083517034068136,0.36766666666666664,1.914986682351999,359.545,215,157,95,50,245,108,100,30
5,0.27993987975951906,0.357,1.898771084611715,345.438,225,155,120,49,219,133,84,15
6,0.25418837675350703,0.3363333333333333,1.7963952897529267,331.558,257,136,118,24,233,175,47,10
7,0.23967935871743487,0.31866666666666665,1.758835671285113,325.692,255,151,128,25,262,141,31,7
8,0.24623246492985973,0.3183333333333333,1.762728265717915,328.24,238,208,105,37,265,111,27,9
9,0.2501653306613226,0.3193333333333333,1.7912164405931965,331.065,236,227,124,29,230,101,42,11
10,0.23540080160320642,0.308,1.7485796989397582,320.472,314,192,61,27,223,125,30,28
11,0.2203807615230461,0.311,1.7609290977150807,310.482,321,170,78,32,208,141,19,31
12,0.19556613226452907,0.295,1.662547688679672,299.513,377,160,37,24,192,162,20,28
13,0.15619739478957917,0.2836666666666666,1.6481912705874155,281.415,378,157,25,25,230,124,42,19
14,0.13599198396793588,0.2603333333333333,1.567686005459241,269.658,407,186,29,25,200,128,15,10
15,0.1211623246492986,0.263,1.5513793497019883,262.44,372,188,33,21,249,121,13,3
16,0.10235470941883767,0.272,1.4986292320829533,252.08,372,166,18,11,260,159,10,4
17,0.14556613226452905,0.2823333333333333,1.4630004575339555,270.417,357,163,9,7,269,183,10,2
18,0.18495991983967935,0.31,1.5086366732680343,287.274,324,170,10,4,248,223,15,6
19,0.17753006012024047,0.334,1.485187120711425,283.471,306,153,10,3,230,282,9,7
20,0.16406312625250502,0.3063333333333333,1.4918968446158911,277.233,329,172,18,1,241,226,5,8
21,0.2088927855711423,0.3356666666666666,1.4675167028334215,298.751,299,146,11,2,245,285,5,7
22,0.24433366733466935,0.368,1.4840086619831214,314.027,255,183,7,6,206,329,4,10
23,0.335435871743487,0.4106666666666666,1.3965699638187679,349.659,202,168,2,2,201,413,5,7
24,0.3590881763527054,0.465,1.3413771401473344,361.3,145,172,7,3,150,506,3,14
25,0.35210921843687376,0.463,1.4418971567840264,360.445,116,188,3,12,210,442,7,22
26,0.37910320641282563,0.48133333333333334,1.522825258678458,371.093,106,176,5,19,203,436,15,40
27,0.39340180360721444,0.48233333333333334,1.529891022782183,376.153,108,129,8,17,261,410,6,61
28,0.4272995991983968,0.5013333333333333,1.5233312304782374,389.919,100,92,9,34,249,450,12,54
29,0.4551553106212425,0.513,1.5061587105740801,403.233,68,136,10,14,252,437,10,73
30,0.5276352705410822,0.547,1.586646833829113,434.494,49,141,10,30,218,425,19,108
31,0.5774498997995992,0.562,1.4484484434050158,456.025,39,143,6,44,161,522,11,74
32,0.5969839679358717,0.5633333333333332,1.369629549825196,465.44,33,206,1,32,110,535,10,73
33,0.5912124248496994,0.562,1.2529865011605072,466.9,29,215,2,24,87,585,10,48
34,0.5763426853707415,0.5583333333333332,1.2718530894257132,457.376,18,218,7,21,104,575,17,40
35,0.6036773547094189,0.55,1.1720682214631546,467.04,27,230,3,13,90,601,9,27
36,0.6510170340681363,0.5686666666666667,1.0957227122731417,483.689,34,164,7,8,77,673,15,22
37,0.7023396793587174,0.5906666666666667,0.9587021514090642,504.689,13,163,2,4,65,713,12,28
38,0.7587274549098196,0.5983333333333333,0.8813677526542247,526.438,11,179,1,2,39,727,5,36
39,0.7887825651302606,0.63,0.961519694219945,535.125,8,145,1,8,32,714,8,84
40,0.8265480961923848,0.63,0.8340274410138842,546.899,10,113,0,8,33,774,6,56
41,0.8517935871743487,0.6456666666666666,0.8219099738332369,552.606,5,94,1,7,38,774,1,80
42,0.8880410821643286,0.649,0.6541035156826592,564.659,3,80,0,9,20,834,1,53
43,0.9097144288577155,0.6683333333333332,0.7071112525510679,573.459,2,61,0,11,21,813,1,91
44,0.8977254509018036,0.664,0.727055474272325,568.91,2,72,1,8,19,807,3,88
45,0.9030210420841683,0.6723333333333332,0.7203126457210828,571.279,2,67,0,6,17,801,2,105
46,0.9121092184368738,0.6776666666666666,0.7627602996620412,574.453,0,73,0,9,13,781,5,119
47,0.9050901803607214,0.676,0.7892560912823047,570.99,0,61,0,14,24,782,6,113
48,0.9266633266533066,0.6763333333333332,0.6786991270261745,577.076,1,49,0,6,20,820,4,100
49,0.9252404809619238,0.682,0.665206803894853,577.574,1,42,0,8,19,820,1,109
50,0.903496993987976,0.6766666666666666,0.7230331067860332,570.058,1,55,0,9,23,801,1,110
51,0.8721092184368737,0.6803333333333332,0.820608296106603,561.725,1,87,0,10,10,749,3,140
52,0.8122695390781564,0.6633333333333332,0.9375085232374973,539.445,2,100,0,17,31,721,4,125
53,0.7907314629258517,0.6513333333333332,1.1769313622420634,531.006,5,106,1,31,74,631,7,145
54,0.8329008016032065,0.6556666666666666,1.103125620902564,548.227,5,98,2,38,44,679,13,121
55,0.8399098196392786,0.6546666666666666,1.0427773992513503,550.4,8,96,3,27,31,708,17,110
