generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.479875,0.48866666666666664,2.076677101280286,439.939,125,141,121,123,128,131,125,106
1,0.31657,0.36066666666666664,1.853678587770187,358.34,222,302,87,85,115,119,40,30
2,0.278745,0.352,1.6667801649781298,336.603,218,390,47,71,87,154,17,16
3,0.286835,0.35966666666666663,1.4859479584654363,338.503,197,467,26,53,47,187,10,13
4,0.325335,0.3963333333333333,1.3473156833379734,356.463,130,518,15,59,27,236,6,9
5,0.38058,0.42133333333333334,1.2619458404012676,379.812,95,531,11,68,13,270,3,9
6,0.40061,0.4383333333333333,1.1769975355564857,390.074,56,571,7,74,10,266,1,15
7,0.4386,0.459,1.1521631559726413,405.92,39,557,5,77,4,295,2,21
8,0.477075,0.4696666666666666,1.1694838917991621,421.299,35,542,7,89,1,297,0,29
9,0.5025,0.482,1.1961727296281814,429.852,26,530,3,109,4,292,1,35
10,0.53245,0.491,1.1874303137263524,440.778,19,519,3,122,2,299,1,35
11,0.55338,0.5013333333333333,1.2012532839527796,451.1,12,496,7,143,2,307,0,33
12,0.58328,0.5156666666666666,1.2498232837073902,461.844,10,470,3,157,7,306,0,47
13,0.57642,0.505,1.2301295009071995,460.05,7,495,7,164,5,284,2,36
14,0.635275,0.521,1.2682568706064183,480.333,10,441,8,194,3,308,1,35
15,0.59199,0.5083333333333333,1.2904495217986662,462.512,13,480,7,184,5,264,4,43
16,0.58665,0.5056666666666666,1.3237913594088593,459.656,19,471,11,179,6,268,3,43
17,0.56568,0.4983333333333333,1.2945243944158755,451.84,24,484,6,183,7,256,0,40
18,0.54435,0.48866666666666664,1.256576244917251,442.53,19,522,9,180,5,225,0,40
19,0.562945,0.4923333333333333,1.2587414918331343,450.185,19,501,6,200,8,236,0,30
20,0.56575,0.4923333333333333,1.235459023757202,449.36,20,505,2,201,5,237,1,29
21,0.56682,0.49266666666666664,1.236587723157916,451.028,16,512,4,191,6,238,1,32
22,0.54707,0.48466666666666663,1.2326536253865013,441.78,20,525,10,192,2,220,0,31
23,0.558575,0.48666666666666664,1.2498297897898738,447.519,23,511,8,193,3,233,1,28
24,0.58003,0.4943333333333333,1.2641083129150412,454.822,20,498,4,210,7,228,1,32
25,0.55856,0.48733333333333334,1.2333440772499131,445.124,14,530,4,190,10,217,1,34
26,0.55792,0.49,1.264125836969769,445.812,23,516,4,198,5,212,1,41
27,0.56324,0.4893333333333333,1.2671586267148316,447.286,26,510,5,207,3,210,1,38
28,0.567595,0.488,1.2721229930253315,450.285,26,513,8,206,2,205,1,39
29,0.57981,0.49166666666666664,1.2808606602491854,454.66,29,490,8,225,2,213,0,33
