generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.50988,0.5053333333333333,2.0706059920014344,227.096,104,143,124,150,115,116,142,106
1,0.56635,0.4923333333333333,1.9878598348466199,234.871,117,129,165,257,81,85,80,86
2,0.60059,0.4903333333333333,1.8223608941481753,239.779,119,130,178,357,46,50,57,63
3,0.63991,0.499,1.634550308226085,246.719,82,135,211,432,35,30,33,42
4,0.67247,0.5053333333333333,1.498066221470683,250.511,78,113,239,472,17,23,17,41
5,0.68558,0.508,1.3319160213299794,253.804,68,96,257,523,8,14,13,21
6,0.7033,0.5143333333333333,1.2278827453894803,256.832,68,88,249,559,2,4,12,18
7,0.70598,0.5206666666666666,1.1545385330137186,257.366,38,96,278,561,2,1,10,14
8,0.72667,0.533,1.0344216004921063,261.037,32,67,277,608,1,3,4,8
9,0.71382,0.529,1.0412125103942178,259.002,39,58,285,601,0,2,7,8
10,0.69893,0.5186666666666666,1.0416300526762143,256.781,47,48,309,582,0,4,3,7
11,0.69285,0.5126666666666666,1.0372738865779414,256.267,49,38,331,567,0,2,8,5
12,0.67661,0.5016666666666666,1.0468529677781517,252.401,52,51,343,546,0,0,5,3
13,0.68588,0.511,1.0678787607069449,254.13,44,55,332,553,0,0,8,8
14,0.69567,0.5186666666666666,1.030989385180956,256.171,41,49,323,573,0,0,4,10
15,0.701,0.517,1.0081720233609204,256.054,35,49,334,571,0,0,7,4
16,0.70945,0.5273333333333332,0.9924979457904493,257.955,32,42,322,589,0,0,5,10
17,0.71112,0.5233333333333332,1.0030067393920012,257.424,42,42,312,592,0,1,3,8
18,0.71759,0.5276666666666666,0.9665909137484254,259.709,31,40,322,596,0,0,4,7
19,0.71608,0.5296666666666666,0.9795954617304395,258.468,25,49,321,592,0,0,4,9
20,0.71009,0.5266666666666666,0.9647152587184256,258.295,26,57,314,597,0,0,3,3
21,0.70347,0.5256666666666666,0.9925212273548645,257.935,33,50,316,590,0,0,2,9
22,0.70521,0.5263333333333332,1.0035508759563248,257.065,27,41,336,577,3,0,3,13
23,0.70854,0.5223333333333332,0.9703549749675067,257.476,33,32,337,586,2,1,5,4
24,0.70811,0.5286666666666666,0.9426444162945409,258.703,26,38,322,604,2,1,7,0
25,0.69308,0.5193333333333332,0.9859711268821743,255.47,33,39,338,579,3,1,3,4
26,0.69886,0.5173333333333333,0.9961909671589826,256.722,34,37,345,571,2,1,6,4
27,0.6856,0.517,1.0068563651561753,254.714,34,31,355,562,2,1,8,7
28,0.68831,0.5153333333333333,0.9631637300160674,254.539,28,23,382,551,1,0,7,8
29,0.68649,0.5126666666666666,0.9753752642748993,254.861,35,28,368,557,1,0,6,5
30,0.67835,0.509,0.9944125539960825,253.477,33,32,375,546,3,0,8,3
31,0.68502,0.511,0.9804132029661782,254.936,34,30,368,556,4,0,5,3
32,0.6821,0.5136666666666666,1.0043390185051388,253.962,32,39,356,559,4,0,6,4
33,0.68766,0.5216666666666666,0.9844259462804776,255.818,28,31,355,568,0,1,10,7
34,0.67844,0.5176666666666666,0.99685962145865,254.368,21,41,371,549,0,1,10,7
35,0.67141,0.5123333333333333,0.9849552469478715,252.921,25,32,391,535,0,0,7,10
36,0.68101,0.5203333333333332,0.9956515373008934,254.031,24,34,371,550,0,0,7,14
37,0.69753,0.527,0.9044245662543221,257.523,23,20,361,585,0,1,2,8
38,0.68678,0.518,0.9162885560218885,255.324,23,26,379,564,0,0,3,5
39,0.67538,0.5126666666666666,0.927193047334109,253.84,25,21,399,544,0,0,3,8
40,0.66614,0.5063333333333333,0.9205096239621591,252.49,28,21,407,537,0,0,4,3
41,0.67123,0.5033333333333333,0.9899932231734397,251.695,33,29,401,523,0,0,8,6
42,0.67469,0.5093333333333333,0.9586846976370694,252.947,26,29,395,538,0,0,8,4
43,0.67714,0.5106666666666666,0.9512039460802261,253.558,26,28,393,542,0,0,6,5
44,0.67471,0.5143333333333333,0.9552315079553606,252.935,20,37,387,545,0,0,4,7
45,0.68529,0.517,0.9256635620502156,254.623,15,37,385,555,0,1,4,3
46,0.68301,0.519,0.9331893161453325,254.793,15,33,384,556,0,1,7,4
47,0.69105,0.5243333333333332,0.9067225420590866,256.059,12,21,388,563,0,2,8,6
48,0.68958,0.5246666666666666,0.9159499419380761,256.146,20,17,377,570,0,1,7,8
49,0.67204,0.511,0.933221286554118,252.708,26,20,403,539,0,0,4,8
50,0.67583,0.5103333333333333,0.9581992215376562,252.325,21,30,405,530,0,0,6,8
51,0.67143,0.5093333333333333,0.9306974398143308,252.643,23,27,407,534,0,0,1,8
52,0.66659,0.5066666666666666,0.9363142809387737,251.947,17,34,418,522,0,0,3,6
53,0.66372,0.5043333333333333,0.9483146039199564,251.736,22,30,420,518,0,1,2,7
54,0.6621,0.506,0.9677860048125276,252.016,23,37,402,528,1,0,5,4
55,0.67094,0.5143333333333333,0.9846055354696923,253.986,26,29,384,543,1,0,8,9
56,0.67518,0.5126666666666666,0.973364697783229,253.102,23,33,391,538,0,0,7,8
