generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.5384969939879759,0.513,2.074860962694341,463.928,112,137,130,136,111,110,123,141
1,0.4847695390781563,0.49,2.0698374168360365,438.23,134,112,154,114,135,97,115,139
2,0.45796092184368736,0.455,2.0529158513855723,424.655,181,121,126,88,141,142,86,115
3,0.41303607214428856,0.4443333333333333,2.006407412709537,407.31,188,83,158,63,155,177,71,105
4,0.3564128256513026,0.3996666666666666,1.951123443768864,383.916,223,105,133,41,177,188,73,60
5,0.355936873747495,0.37966666666666665,1.9301453292292383,381.585,224,134,120,39,204,166,68,45
6,0.3107064128256513,0.3853333333333333,1.9534309786787407,360.229,224,154,99,55,195,154,67,52
7,0.26635771543086173,0.3453333333333333,1.8514874543111928,335.343,304,141,75,40,175,172,58,35
8,0.2541382765531062,0.35566666666666663,1.8324037950968435,329.192,276,195,48,38,174,180,53,36
9,0.27786072144288576,0.35433333333333333,1.8464698320946276,337.709,262,170,75,38,199,181,44,31
10,0.2968436873747495,0.35866666666666663,1.797669184915988,343.832,251,180,84,30,181,224,27,23
11,0.31493987975951904,0.3866666666666666,1.8182612299846017,353.68,223,167,75,34,190,249,24,38
12,0.29266533066132266,0.3983333333333333,1.7748701252502601,337.658,181,186,46,41,246,247,18,35
13,0.2777004008016032,0.402,1.6849033228032217,328.443,190,189,25,39,222,300,13,22
14,0.32642284569138275,0.4126666666666666,1.6701950282827773,349.772,182,220,21,36,179,323,17,22
15,0.40135270541082163,0.4483333333333333,1.5666367722240804,384.802,144,243,14,30,135,398,11,25
16,0.4801703406813627,0.4903333333333333,1.5530358462964302,414.386,113,190,16,28,139,458,14,42
17,0.5536022044088177,0.5216666666666666,1.459130533923826,443.225,93,187,9,31,106,513,8,53
18,0.6089579158316634,0.565,1.3861061323744757,467.886,59,142,6,26,116,564,10,77
19,0.6743837675350701,0.57,1.3034326375739496,494.219,50,174,6,19,75,596,15,65
20,0.7104809619238477,0.6086666666666666,1.262033715943318,508.348,25,137,10,18,72,625,18,95
21,0.6910971943887776,0.6123333333333333,1.232380370325998,502.121,14,153,3,20,66,627,30,87
22,0.7245340681362725,0.602,1.125543755073976,515.011,11,175,0,18,71,644,7,74
23,0.7650050100200401,0.615,0.9681469208753732,527.379,9,157,0,8,47,707,5,67
24,0.7912575150300601,0.625,0.889692291755199,536.001,5,129,0,13,45,746,3,59
25,0.7951553106212425,0.62,0.875701739973299,539.593,18,130,0,8,34,750,0,60
26,0.8363376753507014,0.627,0.8867442357819459,555.689,4,171,1,7,20,716,0,81
27,0.8581513026052104,0.6613333333333332,0.8938800457848307,559.257,4,110,0,13,18,732,3,120
28,0.8439028056112224,0.648,1.0368335816981582,553.675,3,127,2,31,31,690,6,110
29,0.8621392785571143,0.663,1.046724043066657,559.745,3,104,2,38,35,681,1,136
30,0.9018687374749499,0.662,0.8402880121286773,573.157,1,102,2,23,10,758,2,102
31,0.9023346693386773,0.6823333333333332,0.8374626285362138,573.802,0,79,0,28,9,748,1,135
32,0.8701452905811623,0.688,1.0579615639662496,562.443,1,97,0,38,24,650,3,187
33,0.8671593186372746,0.6933333333333332,1.0666306468665587,558.917,0,84,2,24,34,648,8,200
