generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.5384969939879759,0.513,2.074860962694341,463.928,112,137,130,136,111,110,123,141
1,0.5210571142284569,0.5363333333333332,2.064303237469121,454.861,117,94,124,119,117,132,119,178
2,0.5298346693386774,0.521,2.057648284166852,458.119,132,91,112,93,144,140,114,174
3,0.5213777555110221,0.5553333333333332,2.0460077659988487,455.911,100,95,104,93,131,127,154,196
4,0.5256062124248497,0.5473333333333332,2.0307914571275796,456.119,105,119,65,91,147,112,178,183
5,0.5176803607214429,0.5806666666666667,1.9719677827034625,457.193,91,74,75,56,157,125,192,230
6,0.5411422845691383,0.557,2.0241111686040574,464.714,83,84,117,72,149,128,180,187
7,0.5402304609218437,0.576,2.023800927524276,460.882,70,96,92,88,135,158,170,191
8,0.5427104208416834,0.5516666666666666,2.0368113200834284,464.319,115,88,83,93,143,122,157,199
9,0.5623346693386774,0.5706666666666667,2.0080566703794513,475.73,119,52,118,99,105,115,167,225
10,0.571683366733467,0.5923333333333333,1.9596115922893313,479.47,99,36,103,71,111,150,205,225
11,0.5774048096192385,0.5963333333333333,1.9679867614612274,483.612,66,40,117,83,135,145,201,213
12,0.561127254509018,0.6083333333333333,1.947487831736118,478.343,65,30,114,91,116,154,215,215
13,0.51562625250501,0.5443333333333332,1.905994195924364,464.705,91,24,145,54,154,109,285,138
14,0.4815881763527054,0.526,1.8572664636105822,453.181,76,21,179,56,170,90,308,100
15,0.43131763527054107,0.481,1.8341998904183268,430.831,95,24,169,43,246,76,275,72
16,0.3988326653306613,0.42866666666666664,1.7978427602580913,409.177,115,28,209,30,275,101,214,28
17,0.30135270541082165,0.384,1.740597181435306,359.006,147,53,146,17,370,125,127,15
18,0.21483466933867734,0.3653333333333333,1.5970291115132362,310.651,173,47,72,12,469,129,68,30
19,0.16843186372745492,0.37366666666666665,1.4810819614943385,286.893,152,47,36,12,517,160,51,25
20,0.11025050100200401,0.3343333333333333,1.3724405682926604,256.06,211,48,15,6,532,129,39,20
21,0.0925501002004008,0.3326666666666666,1.2060204521528932,244.491,194,40,3,4,579,152,20,8
22,0.09646292585170341,0.329,1.2123540510695323,245.312,195,55,2,2,572,149,19,6
23,0.10597695390781563,0.3463333333333333,1.2399995740397614,250.329,163,59,6,2,575,165,25,5
24,0.12152304609218437,0.35466666666666663,1.2538450854199432,256.712,157,74,4,2,555,187,10,11
25,0.11114228456913827,0.367,1.2807043747527693,254.142,155,59,4,0,558,178,14,32
26,0.0919188376753507,0.36066666666666664,1.0995720447258541,243.763,118,48,3,2,638,174,10,7
27,0.11323647294589179,0.37,1.136726091029565,251.852,104,67,2,1,619,187,14,6
28,0.11482464929859719,0.3813333333333333,1.138688389311121,250.897,122,46,2,0,566,252,10,2
29,0.1311172344689379,0.392,1.1266544801231355,257.781,111,52,1,2,550,280,3,1
30,0.14731462925851704,0.3943333333333333,1.1239178283805242,265.38,102,50,0,0,565,269,12,2
31,0.17843687374749498,0.43066666666666664,1.0556332530634467,276.6,57,43,1,0,555,333,6,5
32,0.16529058116232465,0.42866666666666664,0.9919474031066087,270.514,52,28,1,0,586,323,5,5
33,0.19142284569138276,0.423,1.0145505780524133,281.614,50,19,3,1,621,280,14,12
34,0.21389779559118235,0.4463333333333333,1.0186055934015903,290.266,60,15,0,0,536,371,8,10
35,0.20266032064128256,0.4423333333333333,1.0483658711168642,287.011,51,28,0,0,555,343,11,12
36,0.16439879759519038,0.43,1.0357923623533727,271.496,52,36,0,0,575,320,12,5
37,0.1810370741482966,0.42166666666666663,1.0912441122966108,280.399,54,59,1,0,573,296,11,6
38,0.21418837675350702,0.429,1.124975774487759,293.182,56,56,0,1,552,311,17,7
39,0.23124749498997996,0.4536666666666666,1.1692931851463944,300.659,54,38,1,0,508,354,29,16
40,0.21312625250501002,0.4433333333333333,1.2356448204402295,296.326,81,28,3,0,493,337,42,16
41,0.18230961923847697,0.42466666666666664,1.179099145676981,281.545,83,25,1,0,550,289,36,16
42,0.18832164328657314,0.43366666666666664,1.098876194378982,284.147,61,23,3,0,557,321,29,6
43,0.19837675350701403,0.43,1.0729665442421228,287.298,45,33,5,2,587,302,21,5
44,0.2213877755511022,0.4553333333333333,1.0409473537815663,294.731,33,37,1,0,537,370,15,7
45,0.19014028056112225,0.4473333333333333,0.9856445155052566,281.002,33,31,0,0,565,355,12,4
46,0.16860220440881762,0.43366666666666664,1.0912596371879684,273.569,66,23,1,0,566,311,10,23
47,0.1697244488977956,0.42866666666666664,1.0132583059818911,275.423,45,37,0,1,595,307,7,8
48,0.13370240480961923,0.4116666666666666,1.0267520900212113,260.135,41,34,1,5,655,230,27,7
