generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.50411,0.495,2.0775470413254755,225.965,123,123,145,118,125,122,120,124
1,0.44188,0.386,1.8654466923680828,214.79,178,79,335,85,116,48,115,44
2,0.42402,0.317,1.5566431520216524,209.066,236,44,461,53,87,23,81,15
3,0.4009,0.266,1.2542307657227219,200.394,280,29,543,21,73,8,43,3
4,0.39584,0.25166666666666665,1.1554147653981608,198.444,301,25,560,20,60,2,30,2
5,0.40064,0.24066666666666667,1.0306168712018275,198.878,315,16,591,15,42,3,17,1
6,0.39736,0.2293333333333333,0.9460354350179494,197.984,334,12,597,7,35,1,14,0
7,0.39408,0.22233333333333333,0.9398135986334407,198.49,363,8,576,11,23,1,18,0
8,0.38733,0.215,0.8539333661918572,195.327,367,4,592,6,25,0,6,0
9,0.38581,0.213,0.8202387262219186,194.445,374,4,596,6,13,0,7,0
10,0.38269,0.207,0.7898953228088222,194.293,391,1,587,4,9,0,8,0
11,0.39661,0.21533333333333332,0.7692930091179201,196.859,361,6,618,0,8,0,7,0
12,0.40357,0.22166666666666665,0.8144714569137701,199.095,349,8,619,2,10,0,12,0
13,0.40709,0.22266666666666665,0.787219570933106,199.669,348,4,626,3,6,0,13,0
14,0.4026,0.22133333333333333,0.8021338814233464,198.604,351,6,621,7,7,0,8,0
15,0.39422,0.21866666666666665,0.8263275643399525,196.348,362,3,606,8,11,1,9,0
16,0.39444,0.22,0.798824092056968,195.468,353,4,620,3,10,1,9,0
17,0.39278,0.217,0.8062633218032704,196.118,367,2,606,7,7,1,10,0
18,0.37852,0.20966666666666667,0.8134601173667046,191.846,383,7,590,5,8,0,7,0
19,0.38353,0.20766666666666667,0.8201133157676717,194.941,391,10,581,8,4,0,6,0
20,0.39392,0.21133333333333332,0.7832455157964257,197.222,379,5,600,5,3,0,8,0
21,0.39035,0.20866666666666667,0.7998906087211127,197.057,391,3,585,12,4,0,5,0
22,0.37515,0.2013333333333333,0.7924949401666609,192.559,408,1,571,5,8,0,7,0
23,0.37355,0.19866666666666666,0.8007095756456736,193.049,414,3,564,4,9,0,6,0
24,0.38197,0.204,0.8012619895275913,194.901,400,3,577,6,8,0,6,0
25,0.38448,0.206,0.7927134897765228,195.016,390,6,588,3,8,0,5,0
26,0.38427,0.21266666666666667,0.8532160606755496,194.491,378,8,585,6,13,0,10,0
27,0.38973,0.21466666666666664,0.8187468915834513,195.333,366,6,603,3,15,0,7,0
28,0.38375,0.21133333333333332,0.8264676763678249,193.919,379,6,591,4,11,1,8,0
29,0.39611,0.219,0.8491070046822199,198.027,365,4,598,8,12,0,12,1
30,0.39765,0.21933333333333332,0.8321769922315599,197.559,354,9,611,6,14,0,6,0
31,0.39616,0.22,0.8522438713532858,197.45,357,11,604,10,11,0,7,0
32,0.40169,0.22,0.7765513491458921,197.775,349,5,628,3,9,0,6,0
33,0.40384,0.2243333333333333,0.7491211314602563,197.248,337,6,644,2,3,0,8,0
34,0.41237,0.23,0.7506783437665436,198.931,326,3,653,7,2,0,9,0
35,0.39075,0.21933333333333332,0.7167733310957468,192.243,348,3,641,2,2,0,4,0
36,0.39489,0.21766666666666665,0.7354697794276455,194.683,353,5,633,4,3,0,2,0
37,0.40128,0.22066666666666665,0.7423211134426859,196.436,343,9,640,2,3,0,3,0
38,0.39373,0.21433333333333332,0.7477562477460907,195.627,366,3,619,6,3,0,3,0
39,0.39431,0.21733333333333332,0.7838137751546302,196.007,362,3,615,5,6,0,9,0
40,0.39622,0.21633333333333332,0.7695617715065418,196.678,365,1,615,6,5,0,8,0
41,0.39023,0.21266666666666667,0.7779062159067377,195.135,371,5,609,3,6,1,5,0
42,0.39355,0.215,0.8053242646891777,196.751,369,8,605,6,5,0,6,1
43,0.38569,0.20966666666666667,0.792347857426123,194.547,381,3,596,4,10,0,6,0
44,0.37916,0.20466666666666666,0.8095407526578244,193.762,399,4,576,4,8,0,9,0
45,0.37719,0.20466666666666666,0.8223199003148598,192.905,400,4,572,4,10,0,10,0
46,0.37175,0.2033333333333333,0.8669326326110118,192.753,406,5,556,5,18,0,9,1
47,0.37658,0.203,0.8235902225062203,193.342,402,7,570,3,10,0,8,0
48,0.38387,0.206,0.8351671815405877,195.879,398,8,571,4,7,0,12,0
49,0.38049,0.2063333333333333,0.8538699843565829,194.691,399,7,566,7,10,0,11,0
50,0.38652,0.21033333333333332,0.8400723252126158,195.842,385,6,582,8,11,0,8,0
51,0.39952,0.21733333333333332,0.7894029670806642,198.438,361,5,615,6,6,0,7,0
52,0.39308,0.21433333333333332,0.8068981646096786,196.79,370,9,603,5,5,0,8,0
53,0.40932,0.224,0.8275042939774178,200.826,345,13,620,9,5,0,8,0
54,0.39763,0.21833333333333332,0.7926759917873717,197.347,361,6,614,8,3,0,8,0
55,0.38794,0.2063333333333333,0.7685224355515624,195.868,392,5,591,6,1,0,5,0
56,0.38952,0.211,0.8017728976715189,195.962,377,10,597,9,6,0,1,0
57,0.38092,0.20366666666666666,0.8095988751554625,194.396,399,9,576,7,6,0,3,0
58,0.37228,0.204,0.8286183210831009,191.746,402,5,569,5,10,0,9,0
59,0.39695,0.21566666666666665,0.8245280368872987,198.361,370,5,599,7,9,0,10,0
60,0.3844,0.20366666666666666,0.7952998201652064,195.534,397,5,581,4,9,0,4,0
61,0.38409,0.208,0.8123693934073606,195.097,392,5,582,8,5,0,8,0
62,0.39033,0.20766666666666667,0.8075223276322114,197.267,385,7,589,3,11,0,5,0
63,0.38686,0.20733333333333331,0.8426347814356363,196.792,392,9,575,5,10,0,9,0
64,0.38005,0.20566666666666666,0.8407258644175547,194.429,397,8,571,6,10,0,8,0
65,0.37842,0.2013333333333333,0.8290084370693863,194.782,407,5,564,6,13,0,5,0
66,0.38083,0.20066666666666666,0.8157261509210889,194.977,407,5,567,4,12,0,5,0
67,0.38283,0.20166666666666666,0.7974078024705232,195.763,404,4,574,3,9,0,6,0
68,0.38251,0.2033333333333333,0.7938280410637157,194.945,398,3,580,4,11,0,4,0
69,0.38393,0.2043333333333333,0.7862665037317462,195.263,397,3,583,6,7,0,4,0
70,0.38871,0.20366666666666666,0.7937460278770853,197.763,401,1,577,8,9,0,4,0
71,0.37285,0.1943333333333333,0.787972043846302,193.571,425,2,556,2,9,0,6,0
72,0.37516,0.20266666666666666,0.8318726502751002,193.622,408,2,562,6,12,0,10,0
73,0.3821,0.206,0.8122571249109072,194.54,393,5,581,5,10,0,6,0
74,0.38549,0.209,0.8421709315757222,195.181,389,10,578,8,7,0,8,0
75,0.37464,0.2013333333333333,0.8138355461560098,192.984,410,4,565,5,7,0,9,0
76,0.37315,0.2003333333333333,0.8042048814206638,192.425,409,4,568,6,9,0,4,0
77,0.3782,0.2043333333333333,0.781581547883013,192.368,396,5,585,3,5,0,6,0
78,0.40083,0.21466666666666664,0.7821341231092833,198.841,367,5,611,8,6,0,3,0
79,0.39061,0.21166666666666667,0.7834048266273768,195.885,377,3,602,8,7,0,2,1
80,0.38925,0.215,0.8234047127490938,195.605,369,5,600,7,12,0,7,0
81,0.39725,0.22133333333333333,0.82554448769584,197.327,353,3,613,7,14,0,10,0
82,0.39624,0.22233333333333333,0.8727649055217335,197.966,356,5,598,5,18,0,18,0
83,0.38535,0.216,0.8608071900577263,194.687,370,4,589,6,19,0,12,0
84,0.39019,0.21333333333333332,0.8169743438359536,195.891,372,3,598,5,15,0,7,0
85,0.3914,0.21833333333333332,0.8381246059422066,195.4,359,6,605,7,16,0,7,0
86,0.38189,0.212,0.8334303741412793,193.177,376,7,592,5,13,1,6,0
87,0.3929,0.21933333333333332,0.8271974427723249,195.55,360,4,607,8,11,0,10,0
88,0.41222,0.229,0.7883033960598748,200.27,327,3,644,5,12,0,9,0
89,0.41953,0.231,0.7775861539630298,202.345,322,4,651,5,8,0,10,0
90,0.41233,0.229,0.7428530562576294,198.843,320,4,660,4,9,0,3,0
91,0.40891,0.2303333333333333,0.7953605662753497,198.485,321,8,648,5,11,0,7,0
92,0.41315,0.2283333333333333,0.7731732963301153,200.087,327,5,648,6,8,0,6,0
93,0.40896,0.223,0.7890505702468078,200.366,345,6,629,9,6,0,5,0
94,0.39353,0.215,0.8095619607282997,196.711,370,9,602,11,4,0,4,0
95,0.40844,0.22266666666666665,0.8001334802819474,200.512,348,6,624,9,6,0,7,0
96,0.40367,0.22333333333333333,0.788347610762081,197.965,344,8,630,7,4,0,7,0
97,0.40727,0.2283333333333333,0.8052356534478481,198.247,331,6,638,10,9,1,5,0
98,0.40879,0.22866666666666666,0.7827419924051221,198.799,332,6,642,7,3,0,9,1
99,0.41015,0.224,0.7448092154473733,199.615,336,3,646,3,7,0,5,0
