generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.50411,0.495,2.0775470413254755,225.965,123,123,145,118,125,122,120,124
1,0.41037,0.3843333333333333,1.929249312030325,203.799,189,94,272,74,142,72,118,39
2,0.37725,0.3233333333333333,1.744873554431258,195.089,247,73,351,40,137,51,76,25
3,0.3655,0.2806666666666666,1.5633828297676042,193.502,310,43,396,35,112,36,55,13
4,0.35669,0.259,1.4645971477131388,192.197,340,35,411,33,104,26,44,7
5,0.34605,0.23366666666666666,1.3219901961027418,189.201,376,24,430,19,95,16,38,2
6,0.32248,0.21166666666666667,1.2545360628241338,183.674,418,29,407,10,94,5,36,1
7,0.19255,0.133,1.0753976622683634,151.533,623,38,230,6,87,4,12,0
8,0.08903,0.075,0.7809117805608495,124.691,786,37,94,8,72,1,2,0
9,0.04265,0.04433333333333333,0.5417021394487359,111.847,872,36,43,3,44,2,0,0
10,0.01591,0.03266666666666666,0.41834532085206944,104.241,908,44,14,1,28,5,0,0
11,0.00594,0.028333333333333332,0.3631709687736523,101.724,916,53,6,0,24,1,0,0
12,0.00828,0.026666666666666665,0.34918308596130865,102.45,921,49,7,1,22,0,0,0
13,0.01203,0.027,0.3492904177548,103.579,920,55,12,0,12,1,0,0
14,0.00715,0.023,0.30599685269236815,102.139,933,47,6,0,12,1,1,0
15,0.01108,0.025666666666666664,0.33993885968702325,103.322,924,49,10,1,16,0,0,0
16,0.0002,0.015333333333333332,0.21064960370311134,100.058,954,36,0,0,10,0,0,0
17,0.00899,0.017333333333333333,0.250380910611375,102.673,948,34,9,0,9,0,0,0
18,0.009,0.016666666666666663,0.2436628023316367,102.698,950,32,9,0,9,0,0,0
19,0.00508,0.015666666666666666,0.2273353155090922,101.522,953,33,5,0,9,0,0,0
20,0.00801,0.018666666666666665,0.2604099353053496,102.403,944,40,8,0,8,0,0,0
21,0.0091,0.022666666666666665,0.3078995198511358,102.73,933,44,9,0,13,1,0,0
22,0.01552,0.024,0.3301108232589739,104.582,930,38,14,2,16,0,0,0
23,0.01042,0.021333333333333333,0.2866471470418239,103.03,937,46,9,1,7,0,0,0
24,0.01199,0.021333333333333333,0.2958521693536138,103.573,937,40,11,1,11,0,0,0
25,0.01197,0.019,0.27047688432338,103.591,945,34,11,0,8,1,1,0
26,0.00899,0.018,0.25527796370608785,102.505,947,36,7,1,9,0,0,0
27,0.01,0.017666666666666664,0.25612278982381875,103.0,948,32,9,1,10,0,0,0
28,0.009,0.018,0.25697708447858836,102.65,946,36,9,0,9,0,0,0
29,0.00794,0.017333333333333333,0.24134588235557683,102.358,950,37,7,1,4,1,0,0
30,0.00796,0.017666666666666664,0.24527974603476255,102.388,948,39,7,0,5,1,0,0
31,0.0149,0.023,0.30965271435260316,104.446,933,44,13,0,8,2,0,0
32,0.01841,0.027,0.35141173276117055,105.395,923,47,17,0,9,4,0,0
33,0.01942,0.025,0.3318760238574018,105.602,931,39,15,0,9,5,1,0
34,0.01005,0.01933333333333333,0.2591260527525939,102.615,947,36,6,0,6,5,0,0
35,0.01065,0.019,0.2599542038508421,102.789,950,27,6,0,11,5,0,1
36,0.01548,0.021666666666666664,0.2925660344814669,104.222,942,33,9,2,9,5,0,0
37,0.01213,0.022666666666666665,0.30738501075263214,103.483,936,38,10,0,12,4,0,0
38,0.01101,0.022,0.2964511714772083,103.225,936,44,10,0,8,2,0,0
39,0.0125,0.025,0.3269539031025316,103.548,929,48,10,1,9,3,0,0
40,0.00811,0.01933333333333333,0.26900528150408876,102.253,945,35,7,0,10,3,0,0
41,0.01058,0.02033333333333333,0.2753554141820713,103.064,944,35,9,0,7,5,0,0
42,0.01056,0.023,0.30708323278702376,103.162,934,44,10,0,9,3,0,0
43,0.00858,0.017666666666666664,0.2530352638722768,102.474,949,32,7,0,10,2,0,0
44,0.01445,0.018666666666666665,0.26899223000004974,104.211,946,30,13,0,9,2,0,0
45,0.01592,0.020666666666666663,0.29435052691556585,104.774,939,33,16,0,11,1,0,0
46,0.01386,0.016,0.23884559681663964,104.156,952,27,14,0,7,0,0,0
47,0.01401,0.018,0.2674426511380372,104.203,947,24,13,1,15,0,0,0
48,0.01059,0.015666666666666666,0.2387745116787258,103.177,954,21,10,0,14,1,0,0
49,0.0164,0.02,0.28424869286293286,104.82,942,32,15,0,9,2,0,0
50,0.0066,0.015,0.21981410468986873,101.878,958,26,4,1,9,2,0,0
51,0.00416,0.012666666666666666,0.19421822457487284,101.248,963,22,3,0,11,1,0,0
52,0.00906,0.016666666666666663,0.24456210078322713,102.718,951,30,8,0,10,1,0,0
53,0.0081,0.018666666666666665,0.25486233320832885,102.328,949,34,5,0,7,4,1,0
54,0.0107,0.025,0.33125002709679363,103.106,930,42,8,0,15,4,1,0
55,0.01702,0.024666666666666663,0.32674450521028303,104.632,932,38,12,0,12,6,0,0
56,0.01369,0.026,0.3400482154548244,103.799,928,41,10,0,15,6,0,0
57,0.01362,0.027,0.3511670189475504,103.982,923,48,11,0,14,4,0,0
58,0.01353,0.025,0.3214861397137757,103.783,931,45,10,0,8,6,0,0
59,0.02095,0.028666666666666663,0.3603797913492328,105.741,924,44,13,2,9,8,0,0
60,0.01947,0.029333333333333333,0.3581784201956481,105.441,924,44,13,1,7,11,0,0
61,0.01372,0.025,0.31352777957782013,103.602,936,35,8,0,10,11,0,0
62,0.016,0.025666666666666664,0.3265678551966266,104.472,931,42,11,0,8,8,0,0
63,0.00976,0.025666666666666664,0.3308533164375425,102.624,929,45,5,1,15,5,0,0
64,0.01165,0.025,0.3336199503371995,103.373,928,45,9,1,15,2,0,0
65,0.01586,0.02733333333333333,0.34973709205565495,104.54,921,55,13,1,8,2,0,0
