generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.50988,0.5053333333333333,2.0706059920014344,227.096,104,143,124,150,115,116,142,106
1,0.67155,0.535,1.771970191636673,253.055,71,154,183,366,23,48,48,107
2,0.76326,0.561,1.3443642584128896,266.528,44,122,163,571,4,14,22,60
3,0.80788,0.584,1.0330606211877391,273.6,22,82,155,690,1,9,7,34
4,0.85132,0.604,0.7879843980922402,278.702,6,66,130,772,1,2,2,21
5,0.86175,0.6106666666666666,0.65565219423412,281.161,3,42,128,813,1,1,3,9
6,0.87668,0.6163333333333333,0.5754364623845535,282.802,4,33,117,838,0,1,0,7
7,0.89021,0.6256666666666666,0.5343630133771193,285.081,3,32,94,860,0,0,2,9
8,0.89269,0.6266666666666666,0.5062806828814542,285.059,2,27,98,864,0,0,0,9
9,0.90624,0.6326666666666666,0.4334418226177626,287.324,2,19,85,888,0,0,0,6
10,0.9139,0.6356666666666666,0.38545082567417926,287.882,0,20,76,901,0,0,0,3
11,0.91486,0.6356666666666666,0.37572144441555577,288.048,0,19,76,903,0,0,0,2
12,0.91545,0.6373333333333333,0.3753392063215323,288.479,0,16,76,904,0,0,0,4
13,0.92079,0.641,0.37823606865596376,288.833,0,16,68,908,0,0,1,7
14,0.92465,0.642,0.36445041840792597,289.585,0,14,65,913,0,0,3,5
15,0.9337,0.645,0.34929511627439414,290.292,1,17,53,921,0,0,1,7
16,0.93758,0.6466666666666666,0.3346967179883287,290.972,1,17,49,925,0,0,0,8
17,0.94421,0.6486666666666666,0.27271448507321305,291.831,0,16,41,940,0,0,0,3
18,0.94748,0.6493333333333332,0.2683797593720811,292.13,0,21,33,943,0,0,1,2
19,0.94889,0.6493333333333332,0.27525523874048907,291.737,0,22,32,942,0,0,2,2
20,0.94668,0.651,0.30241663827208987,291.856,0,19,36,936,0,0,1,8
21,0.93846,0.6486666666666666,0.3433417507552951,290.72,0,24,40,925,0,0,1,10
22,0.94429,0.6506666666666666,0.279287945789123,291.967,0,16,38,940,0,0,0,6
23,0.94093,0.6486666666666666,0.268604755868105,291.649,1,11,44,941,0,0,0,3
24,0.93454,0.6456666666666666,0.2949714876284828,290.71,1,18,45,934,0,0,0,2
25,0.93606,0.645,0.32563081401470817,290.226,1,17,51,926,0,0,0,5
26,0.93658,0.6466666666666666,0.2955335401710858,290.902,0,14,48,934,0,1,1,2
27,0.9332,0.646,0.3583481392132961,290.198,0,22,50,918,0,0,0,10
28,0.9424,0.6486666666666666,0.30428957516836536,291.354,1,13,45,934,0,1,0,6
