generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.50731,0.5053333333333333,2.0706059920014344,454.396,104,143,124,150,115,116,142,106
1,0.41783,0.42166666666666663,2.0234913328118873,413.706,168,107,182,114,178,84,99,68
2,0.33302,0.34,1.849836185497574,375.31,245,66,223,53,230,76,78,29
3,0.18024,0.23366666666666666,1.5250015038611207,294.97,420,53,131,22,279,60,31,4
4,0.115315,0.17733333333333332,1.3076672370389864,259.325,561,55,66,12,230,54,17,5
5,0.086635,0.15133333333333332,1.1730020815646305,244.607,625,65,45,7,188,63,5,2
6,0.08194,0.14466666666666667,1.1093194609736863,240.668,647,79,25,5,170,71,1,2
7,0.083195,0.147,1.0828964775554537,238.755,651,88,14,4,156,86,0,1
8,0.074405,0.1423333333333333,1.0234769999985167,234.357,674,87,3,1,141,88,0,6
9,0.108595,0.159,1.1036414361162008,250.657,659,92,11,6,108,117,1,6
10,0.12022,0.1723333333333333,1.1324244616617398,254.878,633,116,8,5,99,133,0,6
11,0.13208,0.18866666666666665,1.1894450957246334,260.646,601,133,9,5,96,149,1,6
12,0.150505,0.2033333333333333,1.2187540461116024,269.237,568,148,10,3,100,167,0,4
13,0.156295,0.22166666666666665,1.2421923810788622,272.129,544,139,4,5,108,195,1,4
14,0.185295,0.24766666666666665,1.2647583682389631,285.485,503,168,3,2,88,228,0,8
15,0.23159,0.279,1.2928248198061636,306.29,461,165,6,2,75,283,3,5
16,0.281635,0.31066666666666665,1.3464991095230834,325.965,415,166,4,2,79,316,7,11
17,0.314975,0.3393333333333333,1.3752210225625927,340.135,373,164,6,12,77,355,2,11
18,0.34284,0.365,1.3794473080986076,353.39,324,173,7,8,85,391,4,8
19,0.54204,0.47,1.2111035295404706,432.806,196,143,6,2,63,573,3,14
20,0.69977,0.552,1.0087897493257327,494.428,94,124,4,2,48,704,4,20
21,0.79982,0.602,0.7807970908825339,531.274,37,100,1,1,41,795,3,22
22,0.887425,0.6396666666666666,0.5621254338026114,562.951,13,60,0,3,25,869,0,30
23,0.93741,0.6583333333333332,0.4254655557966931,581.046,1,45,0,5,11,905,0,33
24,0.95363,0.666,0.35146359379997544,584.928,0,23,0,4,13,926,0,34
25,0.950175,0.665,0.3862557072776185,585.285,0,33,0,4,10,915,0,38
