generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.4971943887775551,0.493,2.0753451338642512,450.304,129,109,132,143,134,114,127,112
1,0.4509569138276553,0.4606666666666666,2.0359807867267126,429.601,147,93,156,88,145,119,182,70
2,0.45335170340681363,0.455,2.0177838656484575,427.835,165,84,163,49,147,151,152,89
3,0.44048096192384767,0.47,2.0326969654542104,426.212,147,83,151,61,162,129,167,100
4,0.4010871743486974,0.4303333333333333,1.9510376094868838,409.407,178,56,138,42,240,105,160,81
5,0.35281062124248497,0.41133333333333333,1.862644895778547,385.323,163,49,123,35,322,109,145,54
6,0.2947444889779559,0.4023333333333333,1.8097031402445576,354.199,180,46,87,34,352,156,93,52
7,0.24597194388777555,0.36766666666666664,1.6881238999275323,328.61,207,51,75,13,400,147,64,43
8,0.2107364729458918,0.3506666666666666,1.5705274678726608,309.739,195,62,55,6,464,125,70,23
9,0.17640781563126254,0.3313333333333333,1.5204451032551995,292.577,227,52,45,11,472,118,58,17
10,0.15759519038076153,0.29533333333333334,1.4640613338274655,282.612,304,35,41,12,448,93,49,18
11,0.12385771543086173,0.303,1.351293394521712,265.788,260,30,27,11,518,89,61,4
12,0.08944388777555111,0.281,1.2423423114894956,246.095,274,44,19,6,549,77,28,3
13,0.07294589178356714,0.271,1.2470733119782327,237.212,293,53,22,2,529,75,23,3
14,0.06979458917835671,0.2713333333333333,1.1801827414061719,232.905,292,63,10,1,529,100,5,0
15,0.07687374749498999,0.29433333333333334,1.2888068965199315,237.276,283,66,11,2,475,153,9,1
16,0.09394288577154308,0.30566666666666664,1.3134493937779443,245.571,278,69,3,4,457,173,14,2
17,0.08143286573146293,0.318,1.2687402919035307,238.596,236,65,7,0,505,173,11,3
18,0.0898496993987976,0.3256666666666666,1.161669059935669,241.088,210,35,3,2,566,170,13,1
19,0.10806112224448898,0.3273333333333333,1.2262310932938654,249.239,224,57,1,1,515,191,8,3
20,0.17725450901803608,0.38,1.3376691310495012,282.468,161,74,7,0,473,259,10,16
21,0.19213426853707416,0.3926666666666666,1.4428100420409078,288.662,168,127,3,2,382,286,6,26
22,0.22930360721442886,0.4003333333333333,1.389777480918032,303.315,156,134,1,0,369,319,4,17
23,0.2662374749498998,0.43566666666666665,1.36099507954191,319.297,128,115,0,1,338,393,9,16
24,0.32615230460921846,0.461,1.4193773229783628,347.148,96,139,2,4,325,389,4,41
25,0.40880260521042083,0.495,1.3032609094064433,382.999,65,134,4,1,265,500,13,18
26,0.507254509018036,0.527,1.2238821246498723,421.096,51,156,1,1,181,575,14,21
27,0.536683366733467,0.5603333333333332,1.070412482009393,430.434,19,123,1,3,178,646,9,21
28,0.5728707414829659,0.5796666666666667,1.0550032442421198,440.613,12,76,0,2,210,644,7,49
29,0.6630811623246493,0.5996666666666667,0.9172458718634754,474.129,6,62,0,2,164,719,10,37
30,0.756372745490982,0.6273333333333333,0.8102248133616986,509.378,6,43,0,1,119,771,4,56
31,0.8318887775551103,0.6556666666666666,0.8678760565560982,541.815,9,43,0,1,72,762,13,100
32,0.8684869739478958,0.6613333333333332,0.798760281442784,555.39,5,49,0,4,48,791,12,91
33,0.8941533066132265,0.67,0.7881953324089774,565.331,2,44,0,7,41,793,14,99
34,0.8852705410821643,0.6663333333333332,0.6512904744243702,564.572,0,56,0,7,16,838,12,71
35,0.8777004008016032,0.6506666666666666,0.7344038261973317,562.025,2,76,0,4,31,812,12,63
36,0.8924148296593186,0.6576666666666666,0.562226767140075,568.856,2,52,0,5,19,869,5,48
37,0.8771793587174349,0.638,0.5859671311283265,565.781,3,101,0,3,12,846,2,33
38,0.859749498997996,0.6493333333333332,0.5944817119597919,559.636,7,77,0,1,12,850,2,51
39,0.8266432865731463,0.6166666666666666,0.761995111546486,546.53,21,116,0,4,26,796,3,34
40,0.8527154308617234,0.646,0.7972348896112271,555.656,15,83,0,4,27,789,4,78
41,0.857249498997996,0.6346666666666666,0.7592679346444028,556.109,6,112,0,7,27,792,1,55
42,0.8537324649298598,0.653,0.7863951974520886,553.223,2,73,0,5,44,790,6,80
43,0.8509569138276553,0.6333333333333333,0.7252947163007469,552.187,3,102,0,3,40,803,1,48
44,0.8927004008016032,0.6476666666666666,0.6915979028733013,566.927,1,92,0,2,29,810,0,66
45,0.9272845691382765,0.6743333333333332,0.6188763983565294,576.53,0,44,0,2,23,838,3,90
