generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.5113,0.5026666666666666,2.0761340768261207,454.678,128,127,134,120,104,139,119,129
1,0.4102,0.48133333333333334,1.8370856595701146,395.396,113,150,60,27,196,323,55,76
2,0.584825,0.564,1.3909295281282168,453.711,42,114,14,21,157,568,23,61
3,0.812735,0.6336666666666666,0.8017083166079315,534.771,9,55,3,4,77,794,4,54
4,0.91896,0.6583333333333332,0.41973516486492435,572.6,1,29,0,2,27,908,0,33
5,0.974465,0.6666666666666666,0.2369363907796701,593.277,0,19,0,0,4,953,1,23
6,0.976855,0.6676666666666666,0.2031274641526698,592.767,0,12,0,0,6,961,0,21
7,0.9814,0.6696666666666666,0.1837767993533772,593.688,0,6,0,0,7,965,0,22
8,0.970725,0.6686666666666666,0.2143883791408777,589.341,0,6,0,0,12,958,0,24
9,0.976245,0.6676666666666666,0.17812173885584465,592.081,0,7,0,0,8,967,0,18
10,0.987975,0.6686666666666666,0.13528267461577562,596.055,0,5,0,0,4,976,0,15
11,0.986725,0.6676666666666666,0.13197174402549047,595.905,0,6,0,0,4,977,0,13
12,0.96829,0.665,0.21421533620174882,590.15,0,13,0,0,9,960,1,17
13,0.976575,0.6653333333333332,0.19499161464051273,592.999,0,10,0,1,7,966,3,13
14,0.984195,0.6663333333333332,0.1409382368592585,595.201,0,8,0,1,4,976,0,11
15,0.98381,0.6653333333333332,0.15714719434742297,595.704,0,11,0,3,3,973,0,10
16,0.9843,0.666,0.11938099117324705,594.94,0,6,0,0,5,980,0,9
17,0.98199,0.6676666666666666,0.16791921483260894,594.862,0,10,0,0,4,969,0,17
18,0.97385,0.6656666666666666,0.17106084546804334,590.83,0,7,0,0,10,969,0,14
19,0.98378,0.6666666666666666,0.1281834251954369,594.932,0,7,0,0,4,978,0,11
20,0.978235,0.663,0.1412653936527557,593.711,0,14,0,0,4,975,0,7
21,0.983945,0.667,0.1498730766005958,595.541,0,10,0,0,3,973,0,14
22,0.980065,0.6656666666666666,0.15224964672158722,593.897,0,10,0,0,5,973,0,12
23,0.982795,0.666,0.14589130435122238,594.239,1,7,0,0,5,975,0,12
24,0.98993,0.6673333333333332,0.10780773681593629,596.834,0,5,0,0,3,982,0,10
25,0.98861,0.6666666666666666,0.11690608112231281,597.05,0,8,0,0,2,980,0,10
26,0.97587,0.6653333333333332,0.17501437926697258,592.474,0,12,0,0,6,968,0,14
27,0.97309,0.665,0.20403064804898946,592.018,0,15,0,1,6,962,0,16
28,0.976675,0.6666666666666666,0.1802666677389316,592.069,0,7,0,2,8,968,0,15
29,0.979625,0.6656666666666666,0.1837416722287741,594.771,0,15,0,1,3,966,0,15
30,0.98127,0.6686666666666666,0.1918111741569163,594.142,0,7,0,2,5,966,2,18
