generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.50444,0.5003333333333333,2.0771985467222263,224.934,118,145,118,118,124,123,130,124
1,0.33957,0.381,1.645402499564431,180.855,177,442,52,96,48,132,14,39
2,0.251,0.361,1.1810989891356543,159.08,128,637,16,77,16,116,2,8
3,0.20762,0.359,0.9445765415126683,148.722,93,729,5,66,8,94,0,5
4,0.19309,0.36566666666666664,0.7871349924506816,145.393,59,785,1,63,3,85,0,4
5,0.17244,0.36166666666666664,0.7133259571794772,140.46,50,811,1,53,4,80,0,1
6,0.15459,0.36066666666666664,0.6244780135031995,136.693,40,837,0,52,1,70,0,0
7,0.15603,0.3653333333333333,0.5877852971243658,136.951,26,851,2,51,0,69,0,1
8,0.12972,0.35633333333333334,0.5263675588458294,130.236,28,874,2,44,0,51,0,1
9,0.12164,0.357,0.45703228100600335,127.402,19,891,0,48,0,42,0,0
10,0.12689,0.36066666666666664,0.4201200639528592,128.293,8,903,1,48,0,38,0,2
11,0.09846,0.352,0.3753224410346812,122.008,14,917,0,39,0,29,0,1
12,0.10082,0.35433333333333333,0.35595147843515695,122.626,9,919,0,47,0,25,0,0
13,0.10074,0.351,0.3841390854846058,121.922,17,913,0,45,0,25,0,0
14,0.07212,0.347,0.3082106818111038,116.522,12,937,0,25,0,24,0,2
15,0.06825,0.3466666666666666,0.289042489734913,115.643,10,941,0,22,0,26,0,1
16,0.06965,0.3473333333333333,0.2875922877234369,116.071,9,940,0,27,0,24,0,0
17,0.06238,0.3446666666666666,0.29080902498734257,114.562,13,940,0,22,0,25,0,0
18,0.06876,0.346,0.30356415509139656,115.814,11,938,2,22,0,27,0,0
19,0.05656,0.345,0.2528382095000409,113.29,8,949,0,18,0,25,0,0
20,0.06672,0.3473333333333333,0.26269774698181186,115.186,6,947,0,23,0,23,0,1
21,0.07223,0.3496666666666666,0.2879527684156038,116.437,6,940,0,24,0,29,0,1
22,0.0737,0.34933333333333333,0.30062122922324896,116.682,8,936,0,26,0,30,0,0
23,0.08103,0.35033333333333333,0.3273528849012364,118.501,10,929,0,30,0,31,0,0
24,0.08212,0.352,0.33606043849671724,119.018,8,927,0,31,1,33,0,0
25,0.09273,0.35366666666666663,0.3517093594236665,121.033,6,925,1,34,2,31,0,1
26,0.08792,0.35233333333333333,0.3553140008862964,119.684,10,922,0,35,1,32,0,0
27,0.08724,0.35133333333333333,0.3377912809946704,119.404,10,927,0,36,0,26,0,1
28,0.08577,0.3516666666666666,0.3164045163115424,119.065,6,933,0,34,1,25,0,1
29,0.08501,0.351,0.37154892757418606,119.205,13,922,0,31,2,29,0,3
30,0.08209,0.35133333333333333,0.3530055523075161,119.015,11,926,0,30,1,29,0,3
31,0.07466,0.348,0.33398048139914743,116.782,12,931,0,28,2,26,0,1
32,0.07475,0.34833333333333333,0.3225764082793732,117.495,11,933,0,23,1,31,0,1
33,0.05249,0.3443333333333333,0.27064712678684694,112.919,11,944,0,9,1,35,0,0
34,0.05395,0.347,0.24185700070195396,112.959,5,950,0,9,0,35,0,1
35,0.04873,0.3436666666666666,0.22846245779274893,111.621,7,955,0,15,0,23,0,0
36,0.05923,0.34833333333333333,0.27104812302024167,113.971,6,945,0,17,0,30,0,2
37,0.05967,0.347,0.28277197140760935,114.317,8,943,0,18,1,29,0,1
38,0.05705,0.3453333333333333,0.25703681319239524,113.041,8,949,0,18,0,24,0,1
39,0.06835,0.34933333333333333,0.2837047151527691,115.659,5,942,0,25,1,26,0,1
40,0.05469,0.3453333333333333,0.2639130392736221,113.067,7,949,1,17,1,24,0,1
41,0.06249,0.3443333333333333,0.3019443708304322,114.581,15,937,0,19,0,29,0,0
42,0.04696,0.342,0.25580543919382825,111.658,13,948,0,10,0,29,0,0
43,0.0607,0.3453333333333333,0.3030705327885051,114.222,13,937,0,16,1,33,0,0
44,0.07327,0.3463333333333333,0.3470052668094147,116.441,18,925,0,26,0,31,0,0
45,0.06432,0.344,0.2992222441981773,115.05,15,938,0,22,0,25,0,0
46,0.05831,0.3426666666666666,0.2758981222400488,113.159,13,945,0,23,1,18,0,0
47,0.06788,0.3466666666666666,0.3122574482587805,115.918,12,935,0,23,1,29,0,0
48,0.06772,0.3446666666666666,0.306637252428522,115.484,15,936,0,24,0,25,0,0
49,0.08192,0.349,0.34435868681675585,118.446,11,929,1,30,2,26,0,1
50,0.07956,0.35,0.3319104584639976,118.114,9,932,1,28,1,27,0,2
51,0.09078,0.35266666666666663,0.3439231075811538,120.568,8,926,0,32,1,32,0,1
52,0.07254,0.3496666666666666,0.25103385605933354,116.454,2,947,0,27,0,24,0,0
53,0.06176,0.346,0.2549656695992714,113.994,7,950,0,23,0,18,0,2
