generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.487475,0.4933333333333333,2.07343819052586,444.209,115,158,136,116,119,115,118,123
1,0.36847,0.393,1.9756901946284502,389.006,215,95,161,61,176,135,116,41
2,0.28092,0.31866666666666665,1.8248369737068808,345.048,301,99,150,33,216,120,58,23
3,0.22477,0.279,1.6646522744243115,312.078,376,89,96,25,233,140,34,7
4,0.208975,0.275,1.5561260349732362,299.039,390,100,66,8,236,180,13,7
5,0.23189,0.29833333333333334,1.4881626133459191,305.332,380,95,30,2,228,243,14,8
6,0.296795,0.3313333333333333,1.4503067180077887,330.343,354,94,15,3,198,315,12,9
7,0.35951,0.3793333333333333,1.4064511817891117,353.356,298,86,7,3,187,396,9,14
8,0.440205,0.421,1.3570849877779676,385.157,255,91,2,3,155,466,7,21
9,0.5182,0.456,1.2397410051582944,417.53,224,100,1,3,100,551,4,17
10,0.635055,0.5126666666666666,1.0816115376917435,463.355,163,83,4,1,68,659,3,19
11,0.72084,0.5573333333333332,0.9655020452856607,496.374,108,81,1,1,57,723,2,27
12,0.80446,0.5956666666666667,0.8793420195885964,529.016,82,63,3,5,31,768,0,48
13,0.834165,0.613,0.7624301770985693,540.321,61,63,0,3,22,805,0,46
14,0.883145,0.643,0.6865281296555463,559.643,34,52,0,2,16,830,1,65
15,0.92833,0.6653333333333332,0.5757669668221004,576.106,15,32,1,4,11,865,2,70
16,0.93915,0.67,0.5716616948262684,580.094,10,25,3,8,11,870,4,69
17,0.936215,0.6793333333333332,0.6248494098869415,577.665,10,19,2,9,18,844,1,97
18,0.95309,0.689,0.5798710513809018,583.822,3,17,0,9,16,848,1,106
19,0.951255,0.6916666666666667,0.5993728567041013,585.041,0,25,1,6,13,838,3,114
20,0.94342,0.6916666666666667,0.6881507374037683,581.994,2,24,3,7,20,813,5,126
21,0.960405,0.698,0.631469496031326,587.503,0,16,2,8,12,828,10,124
22,0.95539,0.6926666666666667,0.6447597507285997,585.93,1,16,2,12,16,831,8,114
23,0.949885,0.6953333333333332,0.6420487929167034,583.543,0,11,4,11,19,828,7,120
24,0.940355,0.6906666666666667,0.660487338520014,580.367,0,15,6,9,21,827,8,114
25,0.94548,0.6906666666666667,0.6895284463974183,583.318,0,21,9,10,15,819,9,117
26,0.940175,0.6963333333333332,0.7672740685800212,582.387,1,25,6,12,17,788,12,139
27,0.94021,0.6973333333333332,0.7718728635335641,581.214,2,18,7,10,24,784,10,145
28,0.93544,0.697,0.7928182238286846,579.292,3,14,12,8,22,780,16,145
29,0.91826,0.692,0.8254802958663764,572.722,4,18,8,7,30,773,20,140
30,0.914685,0.6916666666666667,0.8130397041477122,571.073,4,15,4,9,34,777,21,136
31,0.91826,0.7006666666666667,0.8625701673423778,573.812,6,17,1,9,29,749,28,161
32,0.90462,0.702,0.8686985212466797,567.32,6,11,0,7,38,740,31,167
33,0.8946,0.694,0.8963382129305624,564.432,8,17,3,5,39,741,30,157
34,0.90284,0.6903333333333332,0.8606655719010927,568.26,7,22,4,4,35,758,24,146
35,0.899465,0.6836666666666666,0.843912586605507,565.499,10,15,8,6,41,770,15,135
36,0.8854,0.6763333333333332,0.8743929997056431,560.184,8,27,8,7,48,763,11,128
