generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.5144889779559119,0.4933333333333333,2.07343819052586,455.0,115,158,136,116,119,115,118,123
1,0.3432865731462926,0.3873333333333333,1.6621486196029638,360.702,162,443,76,125,42,93,12,47
2,0.22133266533066132,0.357,1.104380828828405,303.914,120,675,19,68,7,97,2,12
3,0.1941633266533066,0.35466666666666663,0.776782802417105,291.393,66,797,9,59,1,64,1,3
4,0.11588176352705411,0.35466666666666663,0.604747970542164,254.392,42,853,2,42,1,56,0,4
5,0.09156312625250501,0.34933333333333333,0.41273381061970615,241.884,22,911,0,35,1,27,0,4
6,0.08225450901803608,0.3466666666666666,0.30452439006264703,238.838,12,938,0,25,0,23,0,2
7,0.10379258517034068,0.353,0.3699524373559056,247.661,12,918,0,29,0,40,0,1
8,0.06233967935871743,0.348,0.31879578445528683,228.277,12,932,0,30,0,26,0,0
9,0.06120240480961924,0.3413333333333333,0.21880864182736262,226.828,9,958,0,15,0,18,0,0
10,0.07297595190380761,0.3423333333333333,0.2109949180887142,230.718,6,960,0,21,1,12,0,0
11,0.04977955911823647,0.343,0.2177377013957737,220.86,7,957,0,26,0,10,0,0
12,0.05647294589178357,0.3433333333333333,0.22060851562279254,224.39,6,957,0,26,1,10,0,0
13,0.033597194388777556,0.34,0.13526476955044248,215.01,2,976,0,12,0,10,0,0
14,0.037104208416833664,0.3416666666666666,0.1960318571376046,216.908,6,963,0,17,0,14,0,0
15,0.03891783567134269,0.339,0.18898936950421275,216.846,9,965,0,16,0,10,0,0
16,0.041157314629258514,0.3386666666666666,0.1599462362451601,216.555,7,970,0,20,0,3,0,0
17,0.04465931863727455,0.3426666666666666,0.21985093459771707,218.652,7,957,1,27,0,8,0,0
18,0.03782064128256513,0.3396666666666666,0.1761187605449661,215.809,7,967,0,20,0,6,0,0
19,0.03121743486973948,0.3373333333333333,0.16359680335411828,212.867,8,971,1,15,0,5,0,0
20,0.026357715430861725,0.337,0.16142789764125268,210.967,9,971,0,14,0,6,0,0
21,0.051427855711422846,0.3373333333333333,0.14523665672969727,226.001,6,975,1,13,0,5,0,0
22,0.04632264529058116,0.3443333333333333,0.2161269446045514,225.31,6,955,0,5,0,34,0,0
23,0.027409819639278556,0.3396666666666666,0.199075982095937,214.755,10,962,0,4,0,23,0,1
24,0.0312625250501002,0.3336666666666666,0.17891650950281457,216.3,16,967,0,6,0,11,0,0
25,0.036487975951903805,0.339,0.2279794832326882,217.505,14,955,0,7,0,24,0,0
26,0.05591182364729459,0.34,0.20062205622606277,229.708,8,964,0,12,1,14,0,1
27,0.0598496993987976,0.3453333333333333,0.22959225584587234,233.112,6,952,0,7,0,35,0,0
28,0.03882765531062124,0.341,0.24297780523212653,221.016,13,951,0,8,0,28,0,0
29,0.08499498997995993,0.3403333333333333,0.20758218768425035,239.743,10,959,0,5,0,26,0,0
30,0.07847695390781563,0.3473333333333333,0.2620698078772505,236.974,6,946,0,22,0,26,0,0
31,0.11149298597194389,0.347,0.28282781034744103,249.622,8,944,1,20,0,25,0,2
32,0.111062124248497,0.35566666666666663,0.3539794073975595,250.402,6,920,1,45,0,28,0,0
33,0.08495991983967936,0.35233333333333333,0.30643970842739315,239.132,5,933,0,33,0,29,0,0
34,0.05099699398797595,0.3466666666666666,0.21727243616939593,224.265,2,956,0,18,0,24,0,0
35,0.046462925851703404,0.344,0.19558576676491765,221.256,3,962,0,14,0,21,0,0
36,0.037745490981963926,0.341,0.1874175977242357,218.256,6,965,0,12,0,17,0,0
37,0.031372745490981964,0.339,0.17963336078950032,215.106,8,967,0,9,0,16,0,0
38,0.028036072144288576,0.337,0.22004848579426314,214.26,16,957,0,6,0,21,0,0
39,0.056983967935871745,0.3343333333333333,0.24524835669681666,227.658,21,953,2,10,0,14,0,0
40,0.061828657314629255,0.344,0.3328896135763837,232.569,20,930,0,14,0,34,0,2
41,0.034874749498998,0.341,0.2625594918111779,218.787,15,947,1,5,0,31,0,1
42,0.05940881763527054,0.3423333333333333,0.21980976109508843,228.632,8,957,0,11,0,24,0,0
43,0.08393286573146293,0.3466666666666666,0.22735528711301717,241.585,3,954,0,20,0,23,0,0
44,0.07452905811623246,0.35,0.2903904291769881,235.094,6,938,0,24,0,32,0,0
45,0.04246492985971944,0.3446666666666666,0.24083272023532482,219.36,7,952,0,19,0,22,0,0
46,0.03814629258517034,0.339,0.17963336078950032,216.29,8,967,0,16,0,9,0,0
47,0.040816633266533064,0.339,0.20599925895016843,217.463,10,962,1,16,0,11,0,0
48,0.04097695390781563,0.339,0.18681092834244012,217.033,9,965,0,19,0,7,0,0
49,0.043812625250501,0.3393333333333333,0.276668150542206,219.009,19,944,0,22,0,15,0,0
50,0.06693887775551102,0.342,0.1808882662447782,228.535,4,966,0,18,0,12,0,0
51,0.03838176352705411,0.3413333333333333,0.18753497614844514,216.435,6,964,0,23,0,7,0,0
52,0.022615230460921842,0.3386666666666666,0.14781078073741488,210.258,5,974,0,11,0,10,0,0
53,0.029604208416833668,0.339,0.15863996531608895,214.201,5,973,1,8,0,12,0,1
54,0.03343687374749499,0.3423333333333333,0.22170443212883803,215.296,8,958,0,14,0,19,0,1
55,0.03806112224448898,0.3386666666666666,0.1369849045040921,217.295,4,976,0,13,0,7,0,0
56,0.032980961923847696,0.3423333333333333,0.15493518360372746,215.505,1,971,0,13,0,15,0,0
57,0.03378256513026052,0.3386666666666666,0.13749620506358456,214.635,4,976,0,12,0,8,0,0
58,0.0323997995991984,0.339,0.1785134732374642,213.989,7,968,0,15,1,9,0,0
59,0.03960420841683367,0.338,0.1672978265647963,216.771,8,970,0,12,0,10,0,0
60,0.03095691382765531,0.3366666666666666,0.13800835423594512,214.199,7,976,0,12,0,5,0,0
61,0.07380761523046092,0.3413333333333333,0.18224831892026255,231.684,5,966,0,12,0,17,0,0
62,0.06654809619238478,0.3446666666666666,0.21710058189293635,229.175,5,956,0,30,0,9,0,0
63,0.05060120240480962,0.345,0.23584444440226884,222.872,6,953,0,22,0,19,0,0
64,0.028246492985971944,0.343,0.19816988686787124,214.008,4,962,0,9,1,24,0,0
65,0.02775050100200401,0.338,0.15742019201876445,214.101,7,972,0,8,0,13,0,0
66,0.0380561122244489,0.344,0.2152115942919362,219.15,4,959,1,7,1,27,0,1
67,0.05330160320641283,0.344,0.21338905482755535,224.227,4,960,1,15,0,19,0,1
68,0.06741983967935872,0.346,0.2932614171702408,231.401,8,943,2,19,2,25,0,1
69,0.05871743486973948,0.342,0.22583641728408857,225.632,9,956,0,22,0,13,0,0
70,0.04333667334669339,0.3433333333333333,0.2071463761725611,220.454,5,960,0,19,0,16,0,0
71,0.025125250501002006,0.3386666666666666,0.17311783770347253,213.397,8,968,0,6,0,18,0,0
72,0.03090180360721443,0.34,0.23100591373752605,215.318,13,954,0,7,0,26,0,0
73,0.04042585170340681,0.3373333333333333,0.20277243184425386,219.383,13,962,0,15,0,10,0,0
74,0.03962424849699399,0.3373333333333333,0.25318988043674795,218.715,19,950,0,16,0,15,0,0
75,0.04379258517034068,0.3336666666666666,0.2782834880901345,220.439,27,944,0,15,1,13,0,0
76,0.046387775551102205,0.3406666666666666,0.24475126404975847,221.865,13,952,0,16,0,19,0,0
77,0.048241482965931864,0.3433333333333333,0.22304656763844927,223.949,7,956,0,12,0,25,0,0
78,0.038191382765531065,0.3413333333333333,0.22918613146259517,219.797,10,955,1,7,0,27,0,0
79,0.03556613226452906,0.338,0.19095152555325834,217.433,11,964,0,6,0,19,0,0
80,0.03241482965931864,0.3403333333333333,0.22298506008834199,216.318,11,957,0,12,0,20,0,0
81,0.01715430861723447,0.3363333333333333,0.1752639255692102,208.908,12,967,0,3,0,18,0,0
82,0.016783567134268536,0.336,0.11948469762516539,209.55,7,978,0,0,0,15,0,0
83,0.02620240480961924,0.3383333333333333,0.1733995046205793,214.218,9,967,0,3,0,21,0,0
84,0.03542084168336673,0.34,0.1977019688465244,217.626,8,963,0,7,1,21,0,0
85,0.04192384769539078,0.3416666666666666,0.2696468771249668,220.358,14,947,0,11,1,26,0,1
86,0.03058617234468938,0.3346666666666666,0.24455454500009907,215.311,20,953,0,6,3,18,0,0
