generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.48924,0.48866666666666664,2.076677101280286,222.088,125,141,121,123,128,131,125,106
1,0.31461,0.3733333333333333,1.6174140458097206,175.029,182,446,38,99,57,137,16,25
2,0.22001,0.356,1.1611047848370075,152.205,124,652,13,64,28,109,1,9
3,0.1744,0.35633333333333334,0.8709191922993358,141.608,82,760,3,56,9,85,0,5
4,0.16693,0.36333333333333334,0.6710119609430348,139.003,43,823,1,53,1,78,0,1
5,0.14906,0.361,0.5761392463558358,135.044,29,856,2,46,1,66,0,0
6,0.12726,0.36,0.46455061971530365,129.178,16,889,0,42,0,52,0,1
7,0.10868,0.35633333333333334,0.4233247122597022,125.348,14,902,0,37,1,46,0,0
8,0.11212,0.35666666666666663,0.4333594666792022,125.99,15,899,0,37,1,48,0,0
9,0.10844,0.35733333333333334,0.4461457004371158,125.242,15,897,0,33,2,52,0,1
10,0.10792,0.35766666666666663,0.4270116402596892,125.458,13,901,1,30,0,54,0,1
11,0.10872,0.35766666666666663,0.4139672049407833,125.254,12,904,0,34,0,49,0,1
12,0.09938,0.35466666666666663,0.3916052441986841,123.432,13,910,0,31,0,46,0,0
13,0.09142,0.35333333333333333,0.35717382864936353,121.234,10,920,0,32,0,38,0,0
14,0.0836,0.3506666666666666,0.35477024544696933,119.464,13,923,0,28,0,35,0,1
15,0.06452,0.348,0.29280868571206786,115.286,9,941,0,20,0,27,0,3
16,0.0811,0.3516666666666666,0.3257116057134083,118.716,8,930,0,28,0,33,0,1
17,0.07024,0.3466666666666666,0.3046092949843985,116.236,12,936,0,24,0,28,0,0
18,0.07125,0.3473333333333333,0.3034740565780937,116.441,11,936,0,23,0,30,0,0
19,0.06786,0.348,0.2773420466417594,116.108,7,942,0,21,0,30,0,0
20,0.08127,0.35266666666666663,0.32289996024554846,119.153,5,930,0,25,2,38,0,0
21,0.10604,0.357,0.3690858444230244,124.076,7,919,0,34,0,36,0,4
22,0.10653,0.35766666666666663,0.3848219933322945,124.319,8,912,0,40,0,39,0,1
23,0.08299,0.3516666666666666,0.3248755760580116,118.997,8,929,0,31,0,32,0,0
24,0.08716,0.351,0.3250173810345138,119.49,9,929,0,37,0,25,0,0
25,0.07997,0.3496666666666666,0.3282524333062608,118.267,10,930,1,31,0,28,0,0
26,0.09707,0.35266666666666663,0.3727074203681972,122.097,11,918,2,37,0,32,0,0
27,0.09769,0.35466666666666663,0.36894288412412823,122.545,8,918,2,36,0,36,0,0
28,0.09877,0.35466666666666663,0.3779053400456565,122.841,9,916,1,33,1,40,0,0
29,0.08856,0.35533333333333333,0.3218420820392602,120.342,1,929,1,30,2,37,0,0
30,0.09985,0.35666666666666663,0.3633819853121323,123.203,4,920,2,30,1,42,0,1
31,0.09545,0.355,0.3804855240366589,121.771,8,917,2,30,1,41,0,1
32,0.07278,0.3496666666666666,0.29412443805773936,116.698,7,940,0,21,0,29,0,3
33,0.08836,0.35233333333333333,0.3327091463894734,119.824,8,928,0,31,0,32,0,1
34,0.08194,0.3516666666666666,0.30845943679427384,118.492,5,935,0,30,1,28,0,1
35,0.07243,0.34933333333333333,0.3237667242991226,116.869,11,932,0,21,0,34,0,2
36,0.07233,0.35,0.2982336458864252,116.661,6,937,0,24,1,32,0,0
37,0.06882,0.3463333333333333,0.3003544285467167,115.908,11,938,0,21,1,29,0,0
38,0.07711,0.3486666666666666,0.32579752699942394,117.889,11,931,1,27,0,30,0,0
39,0.08704,0.353,0.3551944468045576,119.806,10,922,0,31,0,36,0,1
40,0.08485,0.352,0.31967333438072415,119.269,7,930,0,35,0,28,0,0
41,0.09082,0.35333333333333333,0.35051414804708597,120.768,9,924,0,34,0,31,0,2
42,0.08756,0.35266666666666663,0.35913294216961844,120.63,10,923,1,28,0,36,0,2
43,0.07796,0.351,0.3535869197310236,118.382,9,926,2,22,2,38,0,1
44,0.0774,0.34933333333333333,0.3542646467733592,118.838,14,924,1,21,0,39,0,1
45,0.08442,0.35233333333333333,0.37554421822716505,120.274,11,919,1,23,2,43,0,1
46,0.08442,0.351,0.3918897118913136,120.078,16,914,0,23,2,44,0,1
47,0.0899,0.353,0.4028383931525177,122.19,15,909,1,24,1,50,0,0
48,0.09351,0.35666666666666663,0.39509516948583145,122.801,9,910,0,21,3,56,0,1
49,0.10531,0.36033333333333334,0.43266257510657113,124.953,12,896,0,28,0,63,0,1
50,0.12043,0.364,0.4524361097881613,128.637,10,890,0,33,0,65,0,2
51,0.12651,0.36266666666666664,0.4588067303383014,129.565,11,890,1,39,0,58,0,1
52,0.0962,0.35633333333333334,0.3907442796544353,123.388,10,911,1,25,0,52,0,1
53,0.10226,0.35933333333333334,0.3585712984835651,123.91,3,919,0,35,0,40,0,3
54,0.10956,0.35766666666666663,0.39854697770230796,125.122,10,907,0,39,0,44,0,0
55,0.08076,0.351,0.3420298953605239,118.896,10,927,0,25,1,36,0,1
56,0.08852,0.352,0.3684700195047573,119.958,12,920,0,30,1,36,0,1
57,0.08661,0.35333333333333333,0.33265555105205147,120.075,6,929,0,25,1,37,0,2
58,0.0669,0.3463333333333333,0.3087319864102365,115.908,13,935,0,23,0,29,0,0
59,0.06806,0.3446666666666666,0.2903816137297338,115.406,13,940,0,27,0,20,0,0
60,0.06842,0.346,0.25419284117154506,115.034,7,948,0,29,0,16,0,0
61,0.08416,0.34933333333333333,0.3224935205985699,118.886,11,930,0,38,0,21,0,0
62,0.092,0.351,0.35365496607371305,120.256,13,921,0,44,0,22,0,0
63,0.0936,0.35233333333333333,0.35577373450266714,120.73,11,922,0,38,0,28,0,1
64,0.08177,0.3476666666666666,0.33128357987877766,118.211,13,931,1,31,0,23,0,1
65,0.0898,0.35266666666666663,0.3547748787888067,120.01,10,922,0,38,0,29,1,0
66,0.09173,0.35366666666666663,0.32844303584150025,120.851,6,927,0,35,0,32,0,0
67,0.08928,0.354,0.31451742191660453,120.058,3,932,1,34,0,29,0,1
68,0.073,0.348,0.29472763016249576,116.694,9,939,0,30,0,21,0,1
69,0.0648,0.3446666666666666,0.30650079694268034,114.9,14,937,0,26,1,22,0,0
70,0.07338,0.345,0.31551415627751533,116.33,15,934,0,33,1,17,0,0
71,0.07034,0.344,0.29617277188764085,115.322,15,938,0,32,0,15,0,0
72,0.06564,0.344,0.2985948053996854,114.678,14,939,0,27,1,19,0,0
73,0.07325,0.3496666666666666,0.31023315611789615,116.749,7,935,0,28,2,28,0,0
74,0.09483,0.354,0.3638800907314489,121.573,9,919,0,34,1,37,0,0
75,0.08794,0.353,0.33810025432224555,120.09,8,925,0,31,0,36,0,0
76,0.08309,0.352,0.32625488695150323,119.017,8,932,0,25,0,31,0,4
77,0.08603,0.35333333333333333,0.316080735246234,119.803,5,930,0,28,0,37,0,0
78,0.06934,0.3476666666666666,0.29898290417455986,116.152,10,937,0,23,0,30,0,0
79,0.07666,0.34933333333333333,0.31689404604006916,117.672,10,932,0,27,0,31,0,0
80,0.0766,0.348,0.326665755382165,117.466,13,930,0,27,0,30,0,0
81,0.07566,0.35033333333333333,0.29403504219407084,117.18,6,937,0,25,0,32,0,0
82,0.07497,0.3476666666666666,0.3074806795453043,116.899,10,937,0,29,1,22,0,1
83,0.06476,0.3443333333333333,0.3028961945990968,114.698,14,938,0,25,1,22,0,0
84,0.06688,0.3443333333333333,0.3331559739799405,115.51,19,929,0,23,0,29,0,0
85,0.06886,0.3486666666666666,0.2842632817759484,116.212,6,941,0,23,1,29,0,0
86,0.07169,0.349,0.288848822200663,116.683,6,941,0,26,1,25,0,1
87,0.07225,0.35033333333333333,0.27746426188376516,116.639,4,942,0,24,0,29,0,1
88,0.06139,0.347,0.25787380137458277,113.869,5,949,0,23,1,21,0,1
89,0.05629,0.3443333333333333,0.22759260548146443,112.447,6,955,0,23,0,16,0,0
90,0.06355,0.3453333333333333,0.253752576368707,113.859,7,949,0,29,1,14,0,0
91,0.0641,0.346,0.25375748839726153,114.316,6,950,0,27,1,15,0,1
92,0.06129,0.3443333333333333,0.2790586315367881,113.749,12,943,0,24,0,21,0,0
93,0.06242,0.3463333333333333,0.28461270527347576,114.412,9,942,1,24,0,24,0,0
94,0.0608,0.3453333333333333,0.2563199456154781,113.846,7,949,1,23,0,20,0,0
95,0.06541,0.347,0.31525624871429964,115.085,11,936,2,26,0,24,0,1
96,0.07123,0.349,0.3048598435891025,116.335,8,936,0,30,1,25,0,0
97,0.07433,0.351,0.3095295106336673,116.949,7,933,0,27,0,33,0,0
98,0.08898,0.35566666666666663,0.3269050468425061,119.742,3,927,0,34,0,35,1,0
99,0.07079,0.349,0.2885429595799757,116.495,7,939,0,24,0,30,0,0
