generation,realized_coop_rate,strategy_coop_rate,diversity,avg_payoff,000,001,010,011,100,101,110,111
0,0.52315,0.513,2.074860962694341,228.863,112,137,130,136,111,110,123,141
1,0.60008,0.598,2.000005847756818,241.946,94,82,105,108,98,120,126,267
2,0.64904,0.656,1.9178887227285544,249.986,54,50,94,119,81,147,154,301
3,0.67582,0.6966666666666667,1.8108107060005931,254.812,47,32,78,108,73,118,177,367
4,0.71006,0.739,1.6834705603393814,260.496,30,22,67,109,53,99,201,419
5,0.71903,0.764,1.5804227257887364,261.309,22,15,51,91,59,84,217,461
6,0.71974,0.7753333333333333,1.5342115442381925,261.214,18,13,48,88,51,81,227,474
7,0.73947,0.7916666666666666,1.4484859750592933,265.195,16,8,50,69,37,78,240,502
8,0.74009,0.7963333333333333,1.4397253374293195,265.355,12,10,54,77,40,67,223,517
9,0.7261,0.7923333333333333,1.438777042178292,262.206,8,10,48,89,45,55,249,496
10,0.72128,0.8036666666666666,1.3573506676551854,262.376,8,7,52,66,41,42,257,527
11,0.72952,0.8063333333333333,1.3466995194914306,264.138,5,2,54,72,43,46,250,528
12,0.72768,0.8093333333333333,1.322935468784243,263.174,6,2,51,65,44,41,254,537
13,0.73069,0.8146666666666667,1.3013241884630715,263.777,5,2,49,62,41,42,253,546
14,0.7206,0.8066666666666666,1.3086906058519379,261.842,4,3,55,59,39,37,278,525
15,0.72407,0.8093333333333333,1.299717998770791,262.845,0,3,53,73,36,36,279,520
16,0.71806,0.8086666666666666,1.2918352258657868,261.624,1,2,44,78,39,31,292,513
17,0.71798,0.81,1.2709382118490136,261.794,3,5,42,71,38,21,299,521
18,0.71528,0.8043333333333333,1.3021125386497927,261.236,1,5,45,72,41,29,301,506
19,0.70314,0.803,1.3259779141640486,259.59,3,3,40,71,52,36,285,510
20,0.70813,0.805,1.298519268786643,260.035,4,1,39,67,39,39,309,502
21,0.69376,0.8006666666666666,1.3144001380631316,258.368,5,3,33,71,44,36,316,492
22,0.6959,0.799,1.2936954845574942,258.194,5,2,33,67,37,36,341,479
23,0.68735,0.8036666666666666,1.2599063598733309,258.191,3,4,35,59,29,34,351,485
24,0.69722,0.809,1.2453629006897748,259.2,2,2,43,51,29,36,332,505
25,0.69928,0.812,1.2185335940544968,259.432,3,2,48,41,24,34,332,516
26,0.70562,0.8163333333333334,1.196928183770454,259.662,2,3,41,44,22,31,338,519
27,0.70477,0.819,1.186557236500642,259.537,1,2,41,43,25,30,331,527
28,0.70758,0.8156666666666667,1.202682752574289,259.646,3,1,47,41,22,34,329,523
29,0.71042,0.815,1.1979188525322475,260.212,1,1,51,49,21,27,330,520
30,0.71592,0.816,1.2352332201777687,261.348,3,2,45,55,23,35,313,524
31,0.70769,0.817,1.1988790580056037,259.937,1,0,41,50,21,37,335,515
32,0.71497,0.823,1.1870118074714875,262.153,2,0,38,63,26,22,312,537
33,0.72226,0.8246666666666667,1.1835415207409852,261.966,3,1,34,55,23,28,318,538
34,0.71787,0.8206666666666667,1.1939035685302504,261.467,1,1,43,51,21,32,322,529
35,0.71398,0.8216666666666667,1.1788186969039296,261.544,2,6,37,47,17,27,335,529
36,0.71452,0.822,1.178076146812916,260.956,2,1,31,55,23,28,335,525
37,0.70951,0.815,1.2231868454844819,259.651,3,3,37,56,30,26,324,521
38,0.7076,0.8163333333333334,1.2154716246590702,259.93,5,3,29,52,24,35,337,515
39,0.69965,0.8133333333333334,1.2154928335875328,258.813,3,3,29,59,16,40,356,494
40,0.70209,0.8173333333333334,1.1825603511721248,259.567,3,1,38,53,15,30,348,512
41,0.70306,0.8163333333333334,1.187022683084926,260.436,1,3,41,54,25,19,337,520
42,0.69295,0.8106666666666666,1.2228164097428642,259.099,2,4,36,52,29,28,344,505
43,0.7099,0.8163333333333334,1.195555296409969,259.862,1,4,32,48,30,27,341,517
44,0.70139,0.813,1.219606025651349,259.251,2,3,41,38,29,38,333,516
45,0.7003,0.8076666666666666,1.2110975613842208,257.744,3,2,41,41,20,38,363,492
46,0.69641,0.8116666666666666,1.2108567650209108,258.573,2,1,33,48,23,41,356,496
47,0.70718,0.819,1.1779569673990558,260.032,0,1,37,50,18,35,346,513
48,0.70959,0.824,1.1491393489589417,260.019,1,1,37,52,14,26,343,526
49,0.69818,0.821,1.1004658232666547,258.002,2,2,32,41,9,21,383,510
50,0.7081,0.8266666666666667,1.1146724251560476,260.104,1,4,34,42,12,21,354,532
51,0.71212,0.8206666666666667,1.1528212824363258,260.212,1,3,38,56,12,21,352,517
52,0.7156,0.8303333333333334,1.1191661879290988,261.276,1,5,30,46,10,25,345,538
53,0.71647,0.83,1.0952775026882011,261.041,2,2,33,41,8,23,354,537
54,0.71341,0.8253333333333334,1.1268120698559223,260.315,1,3,34,45,16,20,350,531
55,0.71596,0.828,1.1314126025864013,261.6,1,5,35,46,18,17,334,544
56,0.70449,0.819,1.1701953862826284,259.569,2,4,32,54,25,17,344,522
57,0.70933,0.8166666666666667,1.1898866571493936,259.769,3,3,40,59,22,17,335,521
58,0.70486,0.813,1.1812848067254136,258.282,3,2,46,44,25,18,344,518
59,0.71401,0.8203333333333334,1.1959222417686972,260.589,2,2,34,52,28,28,325,529
60,0.71947,0.8246666666666667,1.177116676975738,261.601,2,2,35,50,34,20,308,549
61,0.72127,0.8173333333333334,1.200736734990962,262.133,1,2,46,45,36,22,310,538
62,0.72114,0.8253333333333334,1.1638340090893071,261.332,0,0,41,42,35,25,305,552
63,0.73643,0.8366666666666667,1.131128837202637,264.669,0,0,31,51,23,28,303,564
64,0.73902,0.8353333333333334,1.1376552414207624,264.246,0,1,28,59,16,30,315,551
65,0.73852,0.8346666666666667,1.1433687232544472,264.312,1,2,32,53,14,31,313,554
66,0.72964,0.8303333333333334,1.165685528761426,263.792,2,0,37,64,13,30,309,545
67,0.72821,0.8286666666666667,1.1386994445690184,262.451,0,1,37,53,14,26,331,538
68,0.71799,0.8283333333333334,1.1441906573480845,261.525,0,3,31,55,23,19,327,542
69,0.72015,0.833,1.1108216829405908,262.051,0,1,32,44,24,19,324,556
70,0.72668,0.8376666666666667,1.0927369954628134,263.322,1,0,28,44,19,22,324,562
71,0.72337,0.838,1.0884921779500554,262.573,1,2,27,36,22,21,324,567
72,0.72347,0.8393333333333334,1.0834721698883327,262.813,1,1,24,36,22,24,325,567
73,0.70729,0.8273333333333334,1.1097729996491177,260.325,2,1,26,42,20,21,355,533
74,0.71027,0.8243333333333334,1.1428133253712245,259.789,6,3,21,42,30,19,340,539
75,0.71213,0.826,1.1302604968906114,259.267,4,3,17,46,25,22,352,531
76,0.70434,0.8216666666666667,1.1632474181224834,258.394,7,2,20,46,28,25,343,529
77,0.69777,0.8133333333333334,1.1773480396142983,256.141,3,2,30,41,35,22,354,513
78,0.70548,0.8203333333333334,1.1843353870037407,259.502,1,2,31,44,34,29,329,530
79,0.70609,0.8236666666666667,1.1601961508231817,260.397,1,1,30,40,33,28,330,537
80,0.71366,0.8236666666666667,1.13395447126111,259.652,2,0,26,39,26,28,352,527
81,0.72048,0.833,1.1476304577237681,262.826,1,2,32,40,26,31,307,561
82,0.71671,0.834,1.1257949304775006,262.895,1,2,35,31,18,36,318,559
83,0.71093,0.8296666666666667,1.1207153009461939,260.857,0,4,31,36,18,28,341,542
84,0.71836,0.832,1.145005433876292,262.032,0,2,30,44,20,35,321,548
85,0.71474,0.8263333333333334,1.1526904359550167,261.74,0,3,35,43,15,35,337,532
86,0.72397,0.8353333333333334,1.088958989728142,262.803,0,3,30,44,10,23,341,549
87,0.71845,0.8296666666666667,1.1204700347970895,261.851,2,2,31,45,18,20,338,544
88,0.70073,0.8183333333333334,1.1451897199581007,258.485,2,1,34,42,17,27,366,511
89,0.70402,0.8183333333333334,1.1469076455378107,258.416,1,2,36,46,14,26,366,509
90,0.70535,0.8246666666666667,1.1499454288569568,260.401,1,3,33,49,18,24,342,530
91,0.716,0.8256666666666667,1.1449969212452276,260.746,2,3,36,45,19,21,335,539
92,0.71779,0.8226666666666667,1.1626438506317123,260.573,1,1,30,55,24,24,340,525
93,0.72634,0.825,1.1790082277610132,262.274,0,2,34,53,26,29,319,537
94,0.72504,0.8263333333333334,1.1985591777070725,263.036,3,3,35,49,25,34,303,548
95,0.73094,0.832,1.1699605953462626,263.72,1,3,37,47,20,34,300,558
96,0.74008,0.8336666666666667,1.1500681032482214,265.22,0,1,31,56,19,31,310,552
97,0.73875,0.838,1.1301228900009233,265.109,1,2,26,54,21,25,306,565
98,0.73601,0.8296666666666667,1.1671450812961925,263.517,1,1,30,58,25,27,311,547
99,0.73461,0.8286666666666667,1.1776378534122818,263.625,1,1,36,58,22,29,306,547
